unit_number,cycle,anomaly_score,trend_score,RUL_linear,rul_score,saude_anomalia,saude_trend,faixa_RUL,health_A_50_30_20,health_B_40_40_20,health_C_50_25_25,health_D_60_25_15,health_E_40_35_25,health_score,status,rul_risk,health_risk,priority_A_50_50,priority_B_60_40,priority_C_40_60,priority_D_70_30,priority_E_30_70
1,66,0.0,27.288198763828746,126.0,100.0,100.0,72.71180123617125,RUL > 125,94.54236024723426,94.54236024723426,93.1779503090428,95.90677018542569,93.1779503090428,95.90677018542569,SAUDAVEL,0.0,4.093229814574315,2.0466149072871573,2.4559378887445886,1.637291925829726,2.86526087020202,1.2279689443722943
1,67,0.0,33.34409842501773,125.0,100.0,100.0,66.65590157498227,76-125,93.33118031499646,93.33118031499646,91.66397539374556,94.99838523624734,91.66397539374556,94.99838523624734,SAUDAVEL,0.0,5.001614763752656,2.500807381876328,3.000968858251593,2.0006459055010626,3.501130334626859,1.5004844291257966
1,68,0.0,22.05817941961754,124.0,99.2,100.0,77.94182058038245,76-125,95.18836411607649,95.2683641160765,94.0854551450956,96.21127308705736,94.16545514509562,96.21127308705736,SAUDAVEL,0.7999999999999972,3.7887269129426357,2.2943634564713165,2.5932361477655803,1.9954907651770526,2.892108839059844,1.6966180738827887
1,69,0.0,20.679184967138944,123.0,98.4,100.0,79.32081503286105,76-125,95.06416300657222,95.22416300657224,94.03020375821526,95.93812225492916,94.19020375821528,95.93812225492916,SAUDAVEL,1.5999999999999943,4.061877745070845,2.8309388725354196,3.0771266470425047,2.5847510980283346,3.3233144215495893,2.3385633235212495
1,70,0.0,5.454925044950953,122.0,97.6,100.0,94.54507495504905,76-125,97.7090149910098,97.9490149910098,97.43626873876228,97.74176124325736,97.67626873876225,97.74176124325736,SAUDAVEL,2.4000000000000057,2.2582387567426423,2.329119378371324,2.3149432540455877,2.3432955026970603,2.3007671297198513,2.3574716270227967
1,71,0.0,0.0,121.0,96.8,100.0,100.0,76-125,98.4,98.72,98.4,98.08,98.72,98.08,SAUDAVEL,3.200000000000003,1.9200000000000017,2.5600000000000023,2.432000000000002,2.6880000000000024,2.304000000000002,2.8160000000000025
1,72,0.0,0.0,120.0,96.0,100.0,100.0,76-125,98.0,98.4,98.0,97.6,98.4,97.6,SAUDAVEL,4.0,2.4000000000000057,3.200000000000003,3.0400000000000036,3.360000000000002,2.880000000000004,3.5200000000000014
1,73,0.0,0.0,119.0,95.19999999999999,100.0,100.0,76-125,97.6,98.08,97.6,97.12,98.08,97.12,SAUDAVEL,4.800000000000011,2.8799999999999955,3.8400000000000034,3.648000000000002,4.0320000000000045,3.4560000000000004,4.224000000000006
1,74,0.0,0.0,118.0,94.39999999999999,100.0,100.0,76-125,97.2,97.76,97.2,96.64,97.76,96.64,SAUDAVEL,5.6000000000000085,3.3599999999999994,4.480000000000004,4.256000000000003,4.704000000000005,4.032000000000002,4.928000000000005
1,75,0.0,0.0,117.0,93.60000000000001,100.0,100.0,76-125,96.8,97.44,96.8,96.16,97.44,96.16,SAUDAVEL,6.3999999999999915,3.8400000000000034,5.119999999999997,4.863999999999999,5.375999999999996,4.608,5.631999999999994
1,76,0.0,0.0,116.0,92.80000000000001,100.0,100.0,76-125,96.4,97.12,96.4,95.68,97.12,95.68,SAUDAVEL,7.199999999999989,4.319999999999993,5.759999999999991,5.471999999999991,6.04799999999999,5.183999999999992,6.33599999999999
1,77,0.0,18.14271595992557,115.0,92.0,100.0,81.85728404007443,76-125,92.37145680801488,93.1714568080149,91.4643210100186,92.47859260601116,92.26432101001862,92.47859260601116,SAUDAVEL,8.0,7.521407393988838,7.760703696994419,7.712844436393302,7.8085629575955355,7.664985175792186,7.85642221819665
1,78,0.0,51.20551329380151,114.0,91.2,100.0,48.79448670619849,76-125,85.3588973412397,86.2388973412397,82.79862167654962,87.03917300592977,83.67862167654962,87.03917300592977,SAUDAVEL,8.799999999999997,12.960826994070231,10.880413497035114,11.296496196442138,10.46433079762809,11.71257889584916,10.048248098221066
1,79,3.2277797254079665,76.83025816415054,113.0,90.4,96.77222027459204,23.169741835849464,76-125,78.86561444954751,79.50283647700671,75.18549052761037,81.90851634402543,75.82271255506959,81.90851634402543,SAUDAVEL,9.599999999999994,18.09148365597457,13.845741827987283,14.69489019358474,12.996593462389825,15.544038559182198,12.147445096792367
1,80,17.38667624185272,100.0,112.0,89.60000000000001,82.61332375814729,0.0,76-125,69.58399712744419,68.88532950325893,65.45333093953683,74.41333093953682,64.75466331535155,74.41333093953682,ATENCAO,10.399999999999991,25.58666906046318,17.993334530231586,19.512001436277906,16.474667624185265,21.030668342324223,14.956000718138947
1,81,9.20183729099737,100.0,111.0,88.8,90.79816270900264,0.0,76-125,71.63944881270078,71.83926508360105,67.09954067725066,75.97954067725065,67.29935694815092,75.97954067725065,ATENCAO,11.200000000000003,24.020459322749346,17.610229661374674,18.892275593649607,16.32818372909974,20.17432152592454,15.046137796824805
1,82,0.0,92.17100227347908,110.0,88.0,100.0,7.8289977265209245,76-125,75.56579954530419,76.76579954530419,70.95724943163023,78.97434965897814,72.15724943163023,78.97434965897814,ATENCAO,12.0,21.02565034102186,16.51282517051093,17.415390204613118,15.610260136408742,18.3179552387153,14.707695102306555
1,83,0.0,64.40122664747355,109.0,87.2,100.0,35.59877335252645,76-125,80.71975467050528,81.99975467050528,77.4996933381316,82.65981600287896,78.77969333813161,82.65981600287896,SAUDAVEL,12.799999999999997,17.340183997121045,15.070091998560521,15.524110398272626,14.616073598848416,15.97812879798473,14.162055199136312
1,84,0.0,34.23516032366602,108.0,86.4,100.0,65.76483967633398,76-125,86.3529679352668,87.7129679352668,84.6412099190835,86.7047259514501,86.0012099190835,86.7047259514501,SAUDAVEL,13.599999999999994,13.2952740485499,13.447637024274947,13.417164429129937,13.478109619419957,13.386691833984926,13.508582214564965
1,85,0.0,14.264554821148662,107.0,85.6,100.0,85.73544517885134,76-125,89.94708903577026,91.38708903577027,89.23386129471282,89.22031677682769,90.67386129471284,89.22031677682769,SAUDAVEL,14.400000000000006,10.779683223172313,12.58984161158616,12.22780993390339,12.951873289268928,11.865778256220619,13.313904966951696
1,86,0.0,0.0,106.0,84.8,100.0,100.0,76-125,92.4,93.92,92.4,90.88,93.92,90.88,SAUDAVEL,15.200000000000003,9.120000000000005,12.160000000000004,11.552000000000003,12.768000000000002,10.944000000000003,13.376000000000001
1,87,6.9818667677844575,0.0,105.0,84.0,93.01813323221556,100.0,76-125,89.90543996966466,90.80725329288624,90.25453330805388,88.65453330805389,91.15634663127544,88.65453330805389,SAUDAVEL,16.0,11.345466691946115,13.672733345973057,13.207280015167669,14.138186676778446,12.74182668436228,14.603640007583834
1,88,4.088294424451395,0.0,104.0,83.2,95.9117055755486,100.0,76-125,90.3735116726646,91.64468223021944,90.57792639388715,88.89792639388716,91.84909695144202,88.89792639388716,SAUDAVEL,16.799999999999997,11.102073606112839,13.951036803056418,13.381244163667702,14.520829442445134,12.811451524278986,15.09062208183385
1,89,0.0,0.0,103.0,82.39999999999999,100.0,100.0,76-125,91.2,92.96,91.2,89.44,92.96,89.44,SAUDAVEL,17.60000000000001,10.560000000000002,14.080000000000005,13.376000000000005,14.784000000000006,12.672000000000004,15.488000000000007
1,90,4.121563128259788,1.011505937279338,102.0,81.6,95.8784368717402,98.98849406272066,76-125,89.3612298740662,90.7890735612402,89.51673273361521,87.77788332734315,90.94457642078925,87.77788332734315,SAUDAVEL,18.400000000000006,12.222116672656853,15.31105833632843,14.693270003594115,15.928846669062743,14.075481670859798,16.546635001797057
1,91,13.227752895808164,26.450324082685512,101.0,80.80000000000001,86.77224710419183,73.54967591731449,76-125,81.14160931472045,81.73883402513965,80.48048075537659,81.20551316364514,81.07770546579576,81.20551316364514,SAUDAVEL,19.19999999999999,18.794486836354864,18.997243418177426,18.956692101812912,19.03779473454194,18.9161407854484,19.07834605090645
1,92,14.384444019145562,34.317329408275235,100.0,80.0,85.61555598085444,65.68267059172476,76-125,78.82120091260128,79.38275651068673,77.8245566431448,79.25628958397232,78.38611224123025,79.25628958397232,ATENCAO,20.0,20.74371041602768,20.37185520801384,20.446226249616608,20.297484166411074,20.520597291219374,20.223113124808304
1,93,2.1281238597419665,28.93390697707504,99.0,79.2,97.87187614025804,71.06609302292496,76-125,83.17478144666241,85.04196906068822,81.83449229079575,82.64788298850326,83.70167990482156,82.64788298850326,SAUDAVEL,20.799999999999997,17.352117011496745,19.07605850574837,18.731270206898046,19.420846804598696,18.38648190804772,19.76563510344902
1,94,9.020737492040572,21.85499658032648,98.0,78.4,90.97926250795943,78.14500341967351,76-125,82.12277943632255,83.38070568711848,81.48106648190824,81.50656613994089,82.73899273270418,81.50656613994089,SAUDAVEL,21.599999999999994,18.493433860059113,20.046716930029554,19.736060316035466,20.35737354402364,19.425403702041375,20.66803015801773
1,95,26.36401685614329,36.61024372051143,97.0,77.60000000000001,73.6359831438567,63.38975627948857,76-125,73.56874619905473,73.17234451344041,73.05643485583632,74.47745922788746,72.660033170222,74.47745922788746,ATENCAO,22.39999999999999,25.522540772112535,23.961270386056263,24.273524463267517,23.64901630884501,24.58577854047877,23.336762231633752
1,96,20.59610004936646,37.43372819736626,96.0,76.8,79.40389995063354,62.56627180263374,76-125,74.7344243457168,74.99481434078017,73.89254293831682,75.31591575805345,74.15293293338017,75.31591575805345,ATENCAO,23.200000000000003,24.68408424194655,23.942042120973277,24.090450545167933,23.79363369677862,24.238858969362585,23.645225272583968
1,97,22.694845497277672,47.80331417311915,95.0,76.0,77.30515450272233,52.19668582688085,76-125,71.63088351619287,71.76139896646511,70.37546008240079,72.75579149971271,70.50597553267303,72.75579149971271,ATENCAO,24.0,27.244208500287286,25.622104250143643,25.946525100172373,25.297683400114913,26.2709459502011,24.973262550086183
1,98,40.57775754627213,67.63797632770446,94.0,75.2,59.42224245372787,32.362023672295535,76-125,61.89907747057747,60.321301715950256,60.54606653150586,64.8298641642763,58.968290776878646,64.8298641642763,ATENCAO,24.799999999999997,35.1701358357237,29.985067917861848,31.022081501434215,28.948054334289477,32.05909508500659,27.911040750717106
1,99,47.197514148142346,67.00383253969726,93.0,74.4,52.80248585185765,32.99616746030274,76-125,59.639979247617845,57.48022783280362,58.649663328040106,62.79004658200982,56.48991191322587,62.79004658200982,ATENCAO,25.599999999999994,37.20995341799018,31.404976708995086,32.5659720507941,30.243981367196067,33.726967392593124,29.082986025397048
1,100,50.03917019718738,79.0501600067919,92.0,73.6,49.96082980281262,20.9498399932081,76-125,55.97821693948541,53.614299919766665,54.52766744900518,59.79268344968436,52.16375042928644,59.79268344968436,RISCO,26.400000000000006,40.20731655031564,33.30365827515782,34.68438993018938,31.92292662012626,36.06512158522095,30.542194965094694
1,101,50.11948977669508,97.15853486952656,91.0,72.8,49.88051022330492,2.8414651304734377,76-125,51.93244609308616,49.64049711541666,49.58049383844459,56.57634732539724,47.28854486077508,56.57634732539724,RISCO,27.200000000000003,43.42365267460276,35.31182633730138,36.93419160476165,33.6894610698411,38.55655687222193,32.06709580238083
1,102,50.177130949304384,100.0,90.0,72.0,49.822869050695616,0.0,76-125,50.946860715208686,48.72914762027825,48.4557172626739,55.6557172626739,46.23800416774347,55.6557172626739,RISCO,28.0,44.3442827373261,36.17214136866305,37.80656964239566,34.53771309493044,39.44099791612827,32.90328482119783
1,103,50.21806054042817,100.0,89.0,71.2,49.78193945957183,0.0,76-125,50.53458183787155,48.39277578382874,48.04548486489296,55.16548486489296,45.90367881085014,55.16548486489296,RISCO,28.799999999999997,44.83451513510704,36.81725756755352,38.420709081064224,35.21380605404281,40.02416059457492,33.61035454053211
1,104,49.93395446838044,79.42509165641725,88.0,70.39999999999999,50.06604553161956,20.57490834358275,76-125,54.33479532820242,52.301399881364375,52.860238468800574,57.8427476344423,50.82684302196253,57.8427476344423,RISCO,29.60000000000001,42.1572523655577,35.87862618277886,37.13435141933462,34.62290094622308,38.3900766558904,33.367175709667315
1,105,36.665957172804085,51.54034603154432,87.0,69.6,63.33404282719592,48.45965396845568,76-125,63.49214364184991,62.86554792456951,62.74842419891289,64.86245880206734,62.12182848163249,64.86245880206734,ATENCAO,30.400000000000006,35.13754119793266,32.768770598966334,33.2425247187596,32.29501647917307,33.71627883855287,31.8212623593798
1,106,24.82314822101867,5.185245728008592,86.0,68.8,75.17685177898133,94.8147542719914,76-125,75.91600638809268,76.55369156599082,76.89790151274318,74.29642608554404,77.53558669064131,74.29642608554404,ATENCAO,31.200000000000003,25.70357391445596,28.45178695722798,27.902144348673577,29.001429565782388,27.352501740119173,29.551072174336788
1,107,44.03370066036586,0.0,85.0,68.0,55.96629933963414,100.0,76-125,70.78988980189024,69.58651973585366,72.99157483490853,69.79157483490853,71.78820476887195,69.79157483490853,ATENCAO,32.0,30.20842516509147,31.104212582545735,30.92505509905488,31.28337006603659,30.745897615564026,31.462527549527437
1,108,50.10023915453485,0.0,84.0,67.2,49.89976084546515,100.0,76-125,68.56992825363955,66.83990433818607,71.07494021136628,67.79494021136628,69.34491629591281,67.79494021136628,ATENCAO,32.8,32.20505978863372,32.50252989431686,32.44303587318023,32.56202391545348,32.3835418520436,32.62151793659011
1,109,50.17277024939061,0.0,83.0,66.4,49.82722975060939,100.0,76-125,68.14816892518282,66.49089190024375,70.65680743765235,67.29680743765235,68.99953041271328,67.29680743765235,ATENCAO,33.599999999999994,32.70319256234765,33.15159628117382,33.06191553740859,33.24127702493906,32.97223479364335,33.330957768704295
1,110,50.096178605310776,0.0,82.0,65.60000000000001,49.90382139468922,100.0,76-125,67.77114641840677,66.20152855787569,70.27595534867231,66.83595534867231,68.70633748814123,66.83595534867231,ATENCAO,34.39999999999999,33.164044651327686,33.78202232566384,33.65842679079661,33.905617860531066,33.534831255929376,34.029213395398294
1,111,50.23272322092906,12.195718713335149,81.0,64.8,49.76727677907094,87.80428128666485,76-125,64.89103929105426,63.387766968961344,66.79288951643395,64.49246138776745,65.28961719434103,64.49246138776745,ATENCAO,35.2,35.50753861223255,35.35376930611628,35.38452316733953,35.323015444893024,35.415277028562784,35.29226158366976
1,112,50.17841989428744,33.52704443027928,80.0,64.0,49.82158010571256,66.47295556972071,76-125,60.24106514565791,58.82322315622917,61.07363391885832,60.82633836188624,59.655791929429576,60.82633836188624,ATENCAO,36.0,39.17366163811376,37.58683081905688,37.90419698286826,37.2694646552455,38.22156314667963,36.95209849143413
1,113,50.22541582887194,61.94592809711448,79.0,63.2,49.77458417112806,38.05407190288552,76-125,54.143189631915526,52.80064804902833,53.55716401850339,56.071756828214845,52.2146224356162,56.071756828214845,RISCO,36.8,43.928243171785155,40.364121585892576,41.07694590307109,39.65129726871406,41.78977022024961,38.938472951535545
1,114,50.25207708641162,72.60078368031778,78.0,62.4,49.74792291358838,27.399216319682225,76-125,51.60422013801296,50.3390124293718,50.48678480831765,53.98686317634943,49.221577099676495,53.98686317634943,RISCO,37.6,46.01313682365057,41.80656841182528,42.647882094190344,40.96525472946023,43.4891957765554,40.12394104709517
1,115,50.130346823185306,56.07902686189732,77.0,61.6,49.86965317681469,43.92097313810268,76-125,54.54509058066495,53.37205589834642,54.24765657872935,56.01555926491908,53.07462189641081,56.01555926491908,RISCO,38.4,43.98444073508092,41.19222036754046,41.750664441048556,40.63377629403237,42.30910851455664,40.075332220524274
1,116,50.20466977508398,27.674994804366023,76.0,60.8,49.79533022491602,72.32500519563398,76-125,59.8036001066016,58.70313312909321,60.9300838551375,59.7775833355741,59.82961687762911,59.7775833355741,RISCO,39.2,40.2224166644259,39.71120833221295,39.81344999865554,39.60896666577036,39.91569166509813,39.50672499932777
1,117,50.33754233439215,21.26920500516224,75.0,60.0,49.66245766560785,78.73079499483777,31-75,60.644896298649904,59.61114206521069,62.098313165111406,60.22523366562763,61.06455893167219,60.22523366562763,ATENCAO,40.0,39.77476633437237,39.88738316718619,39.86485980062342,39.90990653374895,39.842336434060655,39.93242990031171
1,118,50.17865192567167,11.90498806336972,74.0,59.199999999999996,49.82134807432833,88.09501193663029,31-75,62.16540680962456,61.2275416170574,64.07909000273965,61.18958880907663,63.14122481017249,61.18958880907663,ATENCAO,40.800000000000004,38.81041119092337,39.805205595461686,39.606246714554025,40.00416447636935,39.40728783364636,40.203123357277015
1,119,50.24605810715549,12.697946157741614,73.0,58.4,49.75394189284451,87.30205384225839,31-75,61.58659333630503,60.72198752558948,63.46399893377573,60.57379354954988,62.59939312306017,60.57379354954988,ATENCAO,41.6,39.42620645045012,40.51310322522506,40.295723870270066,40.73048258018005,40.07834451531508,40.94786193513503
1,120,50.05559732735438,0.0,72.0,57.599999999999994,49.94440267264562,100.0,31-75,63.783320801793685,63.01776106905825,66.2861006681614,62.0461006681614,65.52054093542597,62.0461006681614,ATENCAO,42.400000000000006,37.9538993318386,40.1769496659193,39.73233959910316,40.62155973273544,39.28772953228702,41.06616979955158
1,121,50.0858473547096,0.0,71.0,56.8,49.9141526452904,100.0,31-75,63.37424579358712,62.68566105811616,65.8785381613226,61.5585381613226,65.18995342585164,61.5585381613226,ATENCAO,43.2,38.4414618386774,40.8207309193387,40.34487710320644,41.29658473547096,39.86902328707418,41.772438551603216
1,122,50.286408684182845,0.0,70.0,56.00000000000001,49.71359131581716,100.0,31-75,62.91407739474515,62.28543652632687,65.42839782895429,61.02839782895429,64.799756960536,61.02839782895429,ATENCAO,43.99999999999999,38.97160217104571,41.48580108552285,40.98296130262742,41.98864086841828,40.480121519731995,42.49148065131371
1,123,50.46919992202553,13.446399247282256,69.0,55.2,49.53080007797447,86.55360075271774,31-75,59.769960173935885,59.20304018173334,61.62110020767305,58.48574013240128,61.054180215470495,58.48574013240128,RISCO,44.8,41.51425986759872,43.157129933799354,42.828555920559225,43.48570394703948,42.499981907319096,43.81427796027961
1,124,50.58828603861754,42.54705539724462,68.0,54.400000000000006,49.41171396138246,57.45294460275538,31-75,53.51410310896581,53.01527450510407,53.91616464103447,53.61087018075892,53.41733603717272,53.61087018075892,RISCO,45.599999999999994,46.38912981924108,45.994564909620536,46.07347789154464,45.91565192769643,46.152390873468754,45.83673894577232
1,125,50.44106664886936,44.48620420258552,67.0,53.6,49.55893335113064,55.51379579741448,31-75,52.77043916482209,52.366332499935154,53.06818228713628,52.87680270739483,52.66407562224934,52.87680270739483,RISCO,46.4,47.12319729260517,46.76159864630259,46.8339183755631,46.68927891704207,46.90623810482362,46.616959187781546
1,126,50.48674543282089,51.36868603626874,66.0,52.800000000000004,49.51325456717911,48.63131396373126,31-75,50.98023916289999,50.6515646196179,50.9361421327276,51.35301073635446,50.60746758944551,51.35301073635446,RISCO,47.199999999999996,48.64698926364554,47.92349463182276,48.06819355818732,47.77879570545821,48.21289248455187,47.63409677909365
1,127,50.45931623654853,63.547508227934735,65.0,52.0,49.54068376345147,36.45249177206527,31-75,48.15270348344849,47.90677185979364,47.49829388387918,49.05304470667266,47.25236226022432,49.05304470667266,RISCO,48.0,50.94695529332734,49.47347764666367,49.76817317599641,49.17878211733094,50.06286870532914,48.8840865879982
1,128,50.3032573025524,48.080867702403175,64.0,51.2,49.6967426974476,51.919132297596825,31-75,50.89284926875365,50.74252353849842,51.00396874876111,50.93205551900142,50.85364301850587,50.93205551900142,RISCO,48.8,49.06794448099858,48.93397224049929,48.96076668859914,48.90717779239943,48.987561136699,48.88038334429957
1,129,50.428892451746165,45.82669408164574,63.0,50.4,49.57110754825384,54.17330591835426,31-75,50.905993448147,50.82310420297239,51.13610336665202,50.75877277481659,51.0532141214774,50.75877277481659,RISCO,49.6,49.24122722518341,49.42061361259171,49.38473633511005,49.45649089007336,49.34885905762839,49.49236816755502
1,130,50.49945766602083,28.71008222047769,62.0,49.6,49.50054233397917,71.28991777952231,31-75,53.908146256098206,53.89820048949613,54.99761502837537,52.828623250423135,54.98766926177328,52.828623250423135,RISCO,50.4,47.171376749576865,48.785688374788435,48.46282604974612,49.108550699830744,48.139963724703804,49.43141302487305
1,131,50.50942543626552,7.805831252265068,61.0,48.8,49.49057456373448,92.19416874773492,31-75,57.68600611866733,57.75506357504078,59.82118582786735,55.48176895309386,59.8902432842408,55.48176895309386,RISCO,51.2,44.51823104690614,47.85911552345307,47.190938628143684,48.52729241876246,46.5227617328343,49.195469314071836
1,132,50.72523591088512,13.777239640225556,60.0,48.0,49.27476408911488,86.22276035977444,31-75,56.02698129868935,56.15445770760084,57.87438111222233,54.052105076244885,58.00185752113382,54.052105076244885,RISCO,52.0,45.947894923755115,48.97394746187756,48.368736954253066,49.57915796950205,47.76352644662858,50.18436847712653
1,133,50.59175134219193,19.192527178317,59.0,47.199999999999996,49.40824865780807,80.807472821683,31-75,54.58396916167902,54.80479402745984,56.15393036987277,52.79318308770446,56.37475523565357,52.79318308770446,RISCO,52.800000000000004,47.20681691229554,50.00340845614777,49.444090147377324,50.56272676491821,48.88477183860688,51.12204507368866
1,134,50.53626603916411,29.21130453846692,58.0,46.400000000000006,49.46373396083589,70.78869546153308,31-75,52.19685928055739,52.50323267664098,53.26310735559225,50.82423780943894,53.56948075167583,50.82423780943894,RISCO,53.599999999999994,49.17576219056106,51.38788109528053,50.945457314336636,51.83030487622442,50.50303353339274,52.272728657168315
