unit_number,cycle,anomaly_score,trend_score,RUL_linear,rul_score,saude_anomalia,saude_trend,faixa_RUL,health_A_50_30_20,health_B_40_40_20,health_C_50_25_25,health_D_60_25_15,health_E_40_35_25
1,62,0.0,0.0,130.0,100.0,100.0,100.0,RUL > 125,100.0,100.0,100.0,100.0,100.0
1,63,0.0,0.0,129.0,100.0,100.0,100.0,RUL > 125,100.0,100.0,100.0,100.0,100.0
1,64,0.0,14.928536133447007,128.0,100.0,100.0,85.07146386655299,RUL > 125,97.0142927733106,97.0142927733106,96.26786596663825,97.76071957998295,96.26786596663825
1,65,0.0,18.956701558893148,127.0,100.0,100.0,81.04329844110686,RUL > 125,96.20865968822137,96.20865968822137,95.26082461027671,97.15649476616603,95.26082461027671
1,66,0.0,27.288198763828746,126.0,100.0,100.0,72.71180123617125,RUL > 125,94.54236024723426,94.54236024723426,93.17795030904281,95.90677018542569,93.17795030904281
1,67,0.0,33.34409842501773,125.0,100.0,100.0,66.65590157498227,76-125,93.33118031499646,93.33118031499646,91.66397539374557,94.99838523624734,91.66397539374557
1,68,0.0,22.05817941961754,124.0,99.2,100.0,77.94182058038245,76-125,95.18836411607649,95.2683641160765,94.08545514509561,96.21127308705736,94.16545514509562
1,69,0.0,20.679184967138944,123.0,98.4,100.0,79.32081503286105,76-125,95.06416300657222,95.22416300657223,94.03020375821526,95.93812225492916,94.19020375821528
1,70,0.0,5.454925044950953,122.0,97.6,100.0,94.54507495504905,76-125,97.70901499100981,97.9490149910098,97.43626873876227,97.74176124325736,97.67626873876225
1,71,0.0,0.0,121.0,96.8,100.0,100.0,76-125,98.4,98.72,98.4,98.08,98.72
1,72,0.0,0.0,120.0,96.0,100.0,100.0,76-125,98.0,98.4,98.0,97.6,98.4
1,73,0.0,0.0,119.0,95.19999999999999,100.0,100.0,76-125,97.6,98.08,97.6,97.11999999999999,98.08
1,74,0.0,0.0,118.0,94.39999999999999,100.0,100.0,76-125,97.19999999999999,97.75999999999999,97.19999999999999,96.63999999999999,97.75999999999999
1,75,0.0,0.0,117.0,93.60000000000001,100.0,100.0,76-125,96.80000000000001,97.44,96.80000000000001,96.16,97.44
1,76,0.0,0.0,116.0,92.80000000000001,100.0,100.0,76-125,96.4,97.12,96.4,95.68,97.12
1,77,0.0,18.14271595992557,115.0,92.0,100.0,81.85728404007443,76-125,92.37145680801488,93.1714568080149,91.46432101001861,92.47859260601115,92.26432101001862
1,78,0.0,51.20551329380151,114.0,91.2,100.0,48.79448670619849,76-125,85.3588973412397,86.2388973412397,82.79862167654962,87.03917300592977,83.67862167654962
1,79,3.2277797254079665,76.83025816415054,113.0,90.4,96.77222027459203,23.169741835849464,76-125,78.86561444954751,79.50283647700671,75.18549052761037,81.90851634402543,75.82271255506959
1,80,17.38667624185272,100.0,112.0,89.60000000000001,82.61332375814729,0.0,76-125,69.58399712744419,68.88532950325893,65.45333093953683,74.41333093953682,64.75466331535155
1,81,9.20183729099737,100.0,111.0,88.8,90.79816270900263,0.0,76-125,71.63944881270078,71.83926508360105,67.09954067725066,75.97954067725065,67.29935694815092
1,82,0.0,92.17100227347908,110.0,88.0,100.0,7.8289977265209245,76-125,75.56579954530419,76.76579954530419,70.95724943163023,78.97434965897814,72.15724943163023
1,83,0.0,64.40122664747355,109.0,87.2,100.0,35.59877335252645,76-125,80.71975467050528,81.99975467050528,77.4996933381316,82.65981600287896,78.77969333813161
1,84,0.0,34.23516032366602,108.0,86.4,100.0,65.76483967633398,76-125,86.3529679352668,87.7129679352668,84.6412099190835,86.7047259514501,86.0012099190835
1,85,0.0,14.264554821148662,107.0,85.6,100.0,85.73544517885134,76-125,89.94708903577026,91.38708903577027,89.23386129471282,89.22031677682769,90.67386129471285
1,86,0.0,0.0,106.0,84.8,100.0,100.0,76-125,92.4,93.92,92.4,90.88,93.92
1,87,6.9818667677844575,0.0,105.0,84.0,93.01813323221555,100.0,76-125,89.90543996966466,90.80725329288623,90.25453330805388,88.65453330805389,91.15634663127544
1,88,4.088294424451395,0.0,104.0,83.2,95.91170557554861,100.0,76-125,90.37351167266459,91.64468223021944,90.57792639388715,88.89792639388716,91.84909695144202
1,89,0.0,0.0,103.0,82.39999999999999,100.0,100.0,76-125,91.19999999999999,92.96000000000001,91.19999999999999,89.44,92.96000000000001
1,90,4.121563128259788,1.011505937279338,102.0,81.6,95.8784368717402,98.98849406272066,76-125,89.3612298740662,90.7890735612402,89.51673273361521,87.77788332734315,90.94457642078925
1,91,13.227752895808164,26.450324082685512,101.0,80.80000000000001,86.77224710419183,73.54967591731449,76-125,81.14160931472045,81.73883402513965,80.48048075537659,81.20551316364514,81.07770546579576
1,92,14.384444019145562,34.317329408275235,100.0,80.0,85.61555598085444,65.68267059172476,76-125,78.82120091260128,79.38275651068673,77.8245566431448,79.25628958397232,78.38611224123025
1,93,2.1281238597419665,28.93390697707504,99.0,79.2,97.87187614025804,71.06609302292496,76-125,83.17478144666241,85.04196906068822,81.83449229079575,82.64788298850326,83.70167990482156
1,94,9.020737492040572,21.85499658032648,98.0,78.4,90.97926250795943,78.14500341967351,76-125,82.12277943632255,83.38070568711848,81.48106648190824,81.50656613994089,82.73899273270418
1,95,26.36401685614329,36.61024372051143,97.0,77.60000000000001,73.6359831438567,63.38975627948857,76-125,73.56874619905473,73.17234451344041,73.05643485583632,74.47745922788746,72.660033170222
1,96,20.59610004936646,37.43372819736626,96.0,76.8,79.40389995063354,62.56627180263374,76-125,74.7344243457168,74.99481434078017,73.89254293831682,75.31591575805345,74.15293293338017
1,97,22.694845497277672,47.80331417311915,95.0,76.0,77.30515450272233,52.19668582688085,76-125,71.63088351619287,71.76139896646511,70.37546008240079,72.75579149971271,70.50597553267303
1,98,40.57775754627213,67.63797632770446,94.0,75.2,59.42224245372787,32.362023672295535,76-125,61.89907747057747,60.321301715950256,60.54606653150586,64.8298641642763,58.968290776878646
1,99,47.197514148142346,67.00383253969726,93.0,74.4,52.802485851857654,32.99616746030274,76-125,59.639979247617845,57.48022783280362,58.649663328040106,62.79004658200982,56.48991191322587
1,100,50.03917019718738,79.0501600067919,92.0,73.6,49.96082980281262,20.9498399932081,76-125,55.97821693948541,53.614299919766665,54.52766744900518,59.79268344968436,52.16375042928644
1,101,50.11948977669508,97.15853486952656,91.0,72.8,49.88051022330492,2.8414651304734377,76-125,51.93244609308616,49.64049711541666,49.58049383844459,56.57634732539724,47.28854486077508
1,102,50.177130949304384,100.0,90.0,72.0,49.822869050695616,0.0,76-125,50.946860715208686,48.72914762027825,48.4557172626739,55.6557172626739,46.23800416774347
1,103,50.21806054042817,100.0,89.0,71.2,49.78193945957183,0.0,76-125,50.53458183787155,48.39277578382874,48.045484864892956,55.16548486489296,45.90367881085014
1,104,49.93395446838044,79.42509165641725,88.0,70.39999999999999,50.06604553161956,20.57490834358275,76-125,54.33479532820242,52.301399881364375,52.860238468800574,57.8427476344423,50.82684302196253
1,105,36.665957172804085,51.54034603154432,87.0,69.6,63.334042827195915,48.45965396845568,76-125,63.49214364184991,62.865547924569505,62.74842419891289,64.86245880206734,62.12182848163249
1,106,24.82314822101867,5.185245728008592,86.0,68.8,75.17685177898133,94.8147542719914,76-125,75.91600638809268,76.55369156599082,76.89790151274318,74.29642608554404,77.53558669064131
1,107,44.03370066036586,0.0,85.0,68.0,55.96629933963414,100.0,76-125,70.78988980189024,69.58651973585366,72.99157483490853,69.79157483490853,71.78820476887195
1,108,50.10023915453485,0.0,84.0,67.2,49.89976084546515,100.0,76-125,68.56992825363955,66.83990433818607,71.07494021136628,67.79494021136628,69.34491629591281
1,109,50.17277024939061,0.0,83.0,66.4,49.82722975060939,100.0,76-125,68.14816892518282,66.49089190024375,70.65680743765235,67.29680743765235,68.99953041271328
1,110,50.096178605310776,0.0,82.0,65.60000000000001,49.903821394689224,100.0,76-125,67.77114641840677,66.20152855787569,70.27595534867231,66.83595534867231,68.70633748814123
1,111,50.23272322092906,12.195718713335149,81.0,64.8,49.76727677907094,87.80428128666485,76-125,64.89103929105426,63.387766968961344,66.79288951643395,64.49246138776745,65.28961719434103
1,112,50.17841989428744,33.52704443027928,80.0,64.0,49.82158010571256,66.47295556972071,76-125,60.24106514565791,58.82322315622917,61.07363391885832,60.82633836188624,59.655791929429576
1,113,50.22541582887194,61.94592809711448,79.0,63.2,49.77458417112806,38.05407190288552,76-125,54.143189631915526,52.80064804902833,53.55716401850339,56.071756828214845,52.2146224356162
1,114,50.25207708641162,72.60078368031778,78.0,62.4,49.74792291358838,27.399216319682225,76-125,51.60422013801296,50.3390124293718,50.48678480831765,53.98686317634943,49.221577099676495
1,115,50.130346823185306,56.07902686189732,77.0,61.6,49.869653176814694,43.92097313810268,76-125,54.54509058066495,53.37205589834642,54.24765657872935,56.01555926491908,53.07462189641081
1,116,50.20466977508398,27.674994804366023,76.0,60.8,49.79533022491602,72.32500519563398,76-125,59.8036001066016,58.70313312909321,60.9300838551375,59.7775833355741,59.82961687762911
1,117,50.33754233439215,21.26920500516224,75.0,60.0,49.66245766560785,78.73079499483777,31-75,60.644896298649904,59.61114206521069,62.098313165111406,60.22523366562763,61.06455893167219
1,118,50.17865192567167,11.90498806336972,74.0,59.199999999999996,49.82134807432833,88.09501193663029,31-75,62.16540680962456,61.2275416170574,64.07909000273965,61.189588809076625,63.14122481017249
1,119,50.24605810715549,12.697946157741614,73.0,58.4,49.75394189284451,87.30205384225839,31-75,61.58659333630503,60.72198752558948,63.46399893377573,60.57379354954988,62.59939312306017
1,120,50.05559732735438,0.0,72.0,57.599999999999994,49.94440267264562,100.0,31-75,63.783320801793685,63.01776106905825,66.2861006681614,62.0461006681614,65.52054093542597
1,121,50.0858473547096,0.0,71.0,56.8,49.9141526452904,100.0,31-75,63.37424579358712,62.68566105811616,65.8785381613226,61.5585381613226,65.18995342585164
1,122,50.286408684182845,0.0,70.0,56.00000000000001,49.713591315817155,100.0,31-75,62.91407739474515,62.28543652632687,65.42839782895429,61.02839782895429,64.799756960536
1,123,50.46919992202553,13.446399247282256,69.0,55.2,49.53080007797447,86.55360075271774,31-75,59.769960173935885,59.20304018173334,61.62110020767305,58.485740132401276,61.054180215470495
1,124,50.58828603861754,42.54705539724462,68.0,54.400000000000006,49.41171396138246,57.45294460275538,31-75,53.51410310896581,53.01527450510407,53.91616464103447,53.61087018075892,53.41733603717272
1,125,50.44106664886936,44.48620420258552,67.0,53.6,49.55893335113064,55.51379579741448,31-75,52.77043916482209,52.366332499935154,53.06818228713628,52.87680270739483,52.66407562224934
1,126,50.48674543282089,51.36868603626874,66.0,52.800000000000004,49.51325456717911,48.63131396373126,31-75,50.98023916289999,50.6515646196179,50.936142132727596,51.35301073635446,50.607467589445505
1,127,50.45931623654853,63.547508227934735,65.0,52.0,49.54068376345147,36.452491772065265,31-75,48.15270348344849,47.90677185979364,47.49829388387918,49.05304470667266,47.252362260224324
1,128,50.3032573025524,48.080867702403175,64.0,51.2,49.6967426974476,51.919132297596825,31-75,50.89284926875365,50.74252353849842,51.00396874876111,50.93205551900142,50.85364301850587
1,129,50.428892451746165,45.82669408164574,63.0,50.4,49.571107548253835,54.17330591835426,31-75,50.905993448147,50.82310420297239,51.13610336665202,50.75877277481659,51.0532141214774
1,130,50.49945766602083,28.71008222047769,62.0,49.6,49.50054233397917,71.28991777952231,31-75,53.908146256098206,53.89820048949613,54.99761502837537,52.828623250423135,54.987669261773284
1,131,50.50942543626552,7.805831252265068,61.0,48.8,49.49057456373448,92.19416874773493,31-75,57.68600611866733,57.75506357504078,59.82118582786735,55.48176895309386,59.890243284240796
1,132,50.72523591088512,13.777239640225556,60.0,48.0,49.27476408911488,86.22276035977444,31-75,56.02698129868935,56.15445770760084,57.87438111222233,54.052105076244885,58.00185752113382
1,133,50.59175134219193,19.192527178317,59.0,47.199999999999996,49.40824865780807,80.807472821683,31-75,54.58396916167902,54.804794027459835,56.15393036987277,52.79318308770446,56.37475523565357
1,134,50.53626603916411,29.21130453846692,58.0,46.400000000000006,49.46373396083589,70.78869546153308,31-75,52.19685928055739,52.50323267664098,53.26310735559225,50.82423780943894,53.56948075167583
1,135,50.48247786477005,22.95262062259971,57.0,45.6,49.51752213522995,77.04737937740029,31-75,53.06473251604905,53.45648472957204,54.44122537815756,51.296487440417536,54.83297759168055
1,136,50.48592853333741,20.36304238182708,56.0,44.800000000000004,49.51407146666259,79.63695761817291,31-75,53.18161296363336,53.65302011029962,54.68775727120888,51.204061509391586,55.15916441787513
1,137,50.39802269836586,8.889788607973388,55.0,44.0,49.60197730163414,91.11021139202661,31-75,55.10263546889557,55.66283319905898,57.178047173415194,52.46702603421253,57.738244903578604
1,138,50.2295359824883,0.0,54.0,43.2,49.7704640175117,100.0,31-75,56.53113920525351,57.188185607004684,59.042616004377926,53.36261600437793,59.69966240612909
1,139,50.21629848558139,0.0,53.0,42.4,49.78370151441861,100.0,31-75,56.135110454325584,56.87348060576745,58.64592537860465,52.885925378604654,59.384295530046515
1,140,50.286626878833154,0.0,52.0,41.6,49.713373121166846,100.0,31-75,55.714011936350055,56.52534924846674,58.22834328029171,52.388343280291714,59.039680592408395
1,141,50.42462541587741,0.0,51.0,40.8,49.57537458412259,100.0,31-75,55.272612375236776,56.15014983364904,57.793843646030645,51.87384364603064,58.67138110444291
1,142,50.49029668380022,0.0,50.0,40.0,49.50970331619978,100.0,31-75,54.85291099485993,55.80388132647991,57.37742582904995,51.37742582904995,58.328396160669925
1,143,50.46568166633479,0.0,49.0,39.2,49.53431833366521,100.0,31-75,54.46029550009956,55.49372733346609,56.9835795834163,50.9035795834163,58.01701141678282
1,144,50.45021858399472,5.394294693027903,48.0,38.4,49.54978141600528,94.6057053069721,31-75,52.986075486196,54.10105362779653,55.23887168074434,49.61830115004714,56.35384982234487
1,145,50.58391256633399,27.399507849654803,47.0,37.6,49.41608743366601,72.60049215034519,31-75,48.14492466016884,49.32653340353544,49.304144896002796,45.80409568096828,50.4857536393694
1,146,50.25716581140253,24.122072211732863,46.0,36.8,49.74283418859747,75.87792778826713,31-75,48.498435814232664,49.79271923309242,49.80519049421615,45.89739771538943,51.0994739130759
1,147,50.16122562366088,9.667990406754082,45.0,36.0,49.83877437633912,90.33200959324591,31-75,51.01803423155092,52.401911669184834,53.04269599239626,47.60949503307167,54.42657343003017
1,148,50.12990085460735,0.0,44.0,35.199999999999996,49.87009914539265,100.0,31-75,52.561029743617794,54.028039658157056,55.06752478634816,48.58752478634816,56.53453470088742
1,149,50.18915666762895,0.0,43.0,34.4,49.81084333237105,100.0,31-75,52.143252999711315,53.684337332948424,54.65271083309276,48.09271083309276,56.19379516632986
1,150,50.363597436549625,0.0,42.0,33.6,49.636402563450375,100.0,31-75,51.69092076903512,53.29456102538015,54.209100640862594,47.569100640862594,55.81274089720763
1,151,50.27361715585389,0.0,41.0,32.800000000000004,49.72638284414611,100.0,31-75,51.317914853243835,53.01055313765845,53.83159571103653,47.11159571103653,55.52423399545114
1,152,50.63128874501032,0.0,40.0,32.0,49.36871125498968,100.0,31-75,50.8106133764969,52.54748450199587,53.34217781374742,46.542177813747415,55.07904893924639
1,153,50.5111731221963,13.07887390632985,39.0,31.2,49.4888268778037,86.92112609367015,31-75,47.83087328207514,49.65975596985551,49.70248824286846,44.130375633501444,51.53137093064883
1,154,50.54184383948096,35.274924610326984,38.0,30.4,49.45815616051904,64.72507538967301,31-75,42.98246192609031,44.88827754214222,43.74580788754801,40.31330034858071,45.651623503599914
1,155,50.41510574293897,58.66557455987389,37.0,29.599999999999998,49.58489425706103,41.33442544012611,31-75,37.94235336514353,39.940842790849636,37.529829924296784,36.35638738028417,39.52831935000289
1,156,50.46220864612033,58.99570226619765,36.0,28.799999999999997,49.53779135387967,41.00429773380235,31-75,37.462196952924366,39.53597608831234,37.035522271920506,35.81509249854027,39.10930140730847
1,157,50.46201014220676,47.38138419861364,35.0,28.000000000000004,49.53798985779324,52.61861580138636,31-75,39.385120117615244,41.538919103394576,39.5391514147949,37.07728983465627,41.692950400574226
1,158,50.40744178889232,24.06650215142803,34.0,27.200000000000003,49.59255821110768,75.93349784857197,31-75,43.664467033046705,45.90372285415747,44.98151401491991,40.10816423006271,47.220769836030684
1,159,50.44529696417502,4.3126833543668965,33.0,26.400000000000002,49.55470303582498,95.6873166456331,31-75,47.20387423987411,49.51934454345661,49.510504920364525,42.58177325580121,51.82597522394702
1,160,50.75733447267413,18.87199149737156,32.0,25.6,49.24266552732587,81.12800850262843,31-75,43.798401358723446,46.16266791145604,45.39266850748858,39.83986765722573,47.75693506022117
1,161,50.65691277968792,11.605118128157404,31.0,24.8,49.34308722031208,88.3948818718426,31-75,44.88190254046215,47.33621126249335,46.83449227303867,40.47500408585441,49.28880099506988
1,162,50.72108382634432,34.82865064729326,30.0,24.0,49.27891617365568,65.17134935270674,0-30,39.81794472263805,42.34583634000362,40.61256638159061,36.495431446319934,43.14045799895617
1,163,51.01207938782236,67.15450835479186,29.0,23.200000000000003,48.98792061217764,32.84549164520814,0-30,32.865474512694924,35.444266573912685,32.05835306434645,31.093803899825634,34.63714512556421
1,164,51.041660728401695,96.23863840680768,28.0,22.400000000000002,48.958339271598305,3.761361593192319,0-30,26.639774100117958,29.29560802727779,24.37992521619766,26.243789056878427,27.035759143357485
1,165,50.93420944240095,97.96271182107569,27.0,21.6,49.06579055759905,2.037288178924314,0-30,25.927194803064577,28.673773858824486,23.57576968413084,25.53204086623841,26.322348739890746
1,166,50.92952943324282,95.11000708107213,26.0,20.8,49.07047056675718,4.889992918927874,0-30,26.099139753812725,28.92618681048845,23.890115871421266,25.481116579528475,26.71716292809698
1,167,50.73391846142126,70.29865643139296,25.0,20.0,49.26608153857874,29.701343568607044,0-30,30.72009317529503,33.646701329152904,29.741856276796444,28.77172191993574,32.66846443065432
1,168,50.50732810671216,19.571711119220808,24.0,19.2,49.49267189328784,80.42828888077919,0-30,40.53345934414219,43.56272653347098,42.08024019351676,35.95741130543884,45.10950738284554
1,169,50.46324480461827,0.0,23.0,18.4,49.53675519538173,100.0,0-30,44.061026558614515,47.17470207815269,46.58418879884543,38.424188798845435,49.69786431838361
1,170,50.28950864476348,0.0,22.0,17.599999999999998,49.71049135523652,100.0,0-30,43.713147406570954,46.924196542094606,46.227622838809125,37.98762283880913,49.43867197433278
1,171,50.29449625516034,0.0,21.0,16.8,49.70550374483966,100.0,0-30,43.311651123451895,46.602201497935866,45.826375936209914,37.50637593620991,49.11692631069388
1,172,50.41326971478392,0.0,20.0,16.0,49.58673028521608,100.0,0-30,42.87601908556482,46.234692114086435,45.39668257130402,36.99668257130402,48.75535559982563
1,173,50.479128310796746,0.0,19.0,15.2,49.520871689203254,100.0,0-30,42.456261506760974,45.8883486756813,44.98021792230081,36.50021792230081,48.412305091221135
1,174,50.60673333193717,0.0,18.0,14.399999999999999,49.39326666806283,100.0,0-30,42.017980000418845,45.517306667225135,44.548316667015705,35.98831666701571,48.04764333382199
1,175,50.64462735651127,0.0,17.0,13.600000000000001,49.35537264348873,100.0,0-30,41.60661179304662,45.18214905739549,44.138843160872185,35.498843160872184,47.71438042522105
1,176,50.520225539273824,3.424428877780931,16.0,12.8,49.479774460726176,96.57557112221907,0-30,40.55904656266167,44.22702400873429,42.91383639573631,34.5362792835144,46.58181384180893
1,177,50.79101308304064,46.46748600106312,15.0,12.0,49.20898691695936,53.53251399893688,0-30,31.469198874875186,35.190097566571126,31.68537522897406,27.53212382908037,35.406273920669996
1,178,50.915502178138205,77.41087463798539,14.0,11.200000000000001,49.084497821861795,22.589125362014613,0-30,24.84317441896146,28.631624201147645,23.5184057959691,22.379493259767642,27.306855578155282
1,179,51.074128092367935,100.0,13.0,10.4,48.925871907632065,0.0,0-30,19.877761572289618,23.730348763052827,17.431467976908017,18.471467976908016,21.284055167671223
1,180,51.29504804707933,100.0,12.0,9.6,48.70495195292067,0.0,0-30,19.4114855858762,23.32198078116827,16.976237988230167,17.936237988230168,20.886733183522235
1,181,51.83611064327576,100.0,11.0,8.799999999999999,48.16388935672424,0.0,0-30,18.84916680701727,22.7855557426897,16.44097233918106,17.32097233918106,20.37736127485348
1,182,52.384860609530094,100.0,10.0,8.0,47.615139390469906,0.0,0-30,18.28454181714097,22.246055756187964,15.903784847617477,16.703784847617477,19.865298786664464
1,183,52.62699068079792,100.0,9.0,7.199999999999999,47.37300931920208,0.0,0-30,17.811902795760624,21.829203727680834,15.44325232980052,16.16325232980052,19.460553261720726
1,184,53.45735383856693,100.0,8.0,6.4,46.54264616143307,0.0,0-30,17.16279384842992,21.17705846457323,14.835661540358267,15.475661540358267,18.849926156501574
1,185,53.74114844440263,100.0,7.0,5.6000000000000005,46.25885155559737,0.0,0-30,16.67765546667921,20.743540622238946,14.364712888899343,14.924712888899343,18.430598044459074
1,186,53.90909073801856,100.0,6.0,4.8,46.09090926198144,0.0,0-30,16.22727277859443,20.356363704792578,13.92272731549536,14.402727315495358,18.051818241693503
1,187,54.34279837316964,100.0,5.0,4.0,45.65720162683036,0.0,0-30,15.697160488049107,19.862880650732144,13.41430040670759,13.81430040670759,17.580020569390623
1,188,54.63667250748556,100.0,4.0,3.2,45.36332749251444,0.0,0-30,15.208998247754332,19.42533099700578,12.94083187312861,13.26083187312861,17.157164622380055
1,189,55.35520984260613,100.0,3.0,2.4,44.64479015739387,0.0,0-30,14.59343704721816,18.81791606295755,12.361197539348467,12.601197539348467,16.585676555087854
1,190,56.10352968312998,100.0,2.0,1.6,43.89647031687002,0.0,0-30,13.968941095061007,18.19858812674801,11.774117579217506,11.934117579217506,16.003764610904508
1,191,56.49803678671546,100.0,1.0,0.8,43.50196321328454,0.0,0-30,13.450588963985362,17.720785285313816,11.275490803321135,11.355490803321135,15.545687124649588
1,192,57.17582015079664,100.0,0.0,0.0,42.82417984920336,0.0,0-30,12.847253954761008,17.129671939681344,10.70604496230084,10.70604496230084,14.988462947221175
5,39,0.0,0.0,230.0,100.0,100.0,100.0,RUL > 125,100.0,100.0,100.0,100.0,100.0
5,40,0.0,0.0,229.0,100.0,100.0,100.0,RUL > 125,100.0,100.0,100.0,100.0,100.0
5,41,0.0,0.0,228.0,100.0,100.0,100.0,RUL > 125,100.0,100.0,100.0,100.0,100.0
5,42,0.0,0.0,227.0,100.0,100.0,100.0,RUL > 125,100.0,100.0,100.0,100.0,100.0
5,43,0.0,0.0,226.0,100.0,100.0,100.0,RUL > 125,100.0,100.0,100.0,100.0,100.0
5,44,0.0,0.6617002818732286,225.0,100.0,100.0,99.33829971812678,RUL > 125,99.86765994362536,99.86765994362536,99.8345749295317,99.90074495771901,99.8345749295317
5,45,0.0,13.803788841453144,224.0,100.0,100.0,86.19621115854686,RUL > 125,97.23924223170937,97.23924223170937,96.54905278963672,97.92943167378203,96.54905278963672
5,46,0.0,29.620167869548556,223.0,100.0,100.0,70.37983213045145,RUL > 125,94.07596642609029,94.07596642609029,92.59495803261287,95.55697481956771,92.59495803261287
5,47,0.0,30.94083899517855,222.0,100.0,100.0,69.05916100482145,RUL > 125,93.81183220096429,93.81183220096429,92.26479025120537,95.35887415072321,92.26479025120537
5,48,0.0,29.10417842486421,221.0,100.0,100.0,70.89582157513578,RUL > 125,94.17916431502715,94.17916431502715,92.72395539378394,95.63437323627036,92.72395539378394
5,49,0.0,16.56762870859401,220.0,100.0,100.0,83.43237129140599,RUL > 125,96.6864742582812,96.6864742582812,95.85809282285149,97.5148556937109,95.85809282285149
5,50,0.0,14.60378931940856,219.0,100.0,100.0,85.39621068059144,RUL > 125,97.0792421361183,97.0792421361183,96.34905267014786,97.80943160208872,96.34905267014786
5,51,0.0,23.354666857053903,218.0,100.0,100.0,76.6453331429461,RUL > 125,95.32906662858922,95.32906662858922,94.16133328573653,96.49679997144192,94.16133328573653
5,52,13.772214908672028,48.7950880057979,217.0,100.0,86.22778509132797,51.2049119942021,RUL > 125,86.1093179262388,84.73209643537162,84.35817427138252,89.23768307196231,82.98095278051532
5,53,16.21008649862986,67.86156496624291,216.0,100.0,83.78991350137014,32.13843503375709,RUL > 125,81.56466105716245,79.94365240729947,78.98208713378182,85.7682436304061,77.36107848391882
5,54,5.881763742121036,68.87724304464194,215.0,100.0,94.11823625787896,31.122756955358057,RUL > 125,84.46002226843531,83.8718458942232,81.31024830330925,88.19797260777345,80.72207192909714
5,55,8.438311595395273,69.60088207575667,214.0,100.0,91.56168840460472,30.399117924243328,RUL > 125,83.54833010623008,82.70449894669056,80.49020158221202,87.45028978978769,79.64637042267249
5,56,0.0,54.69817162581443,213.0,100.0,100.0,45.30182837418557,RUL > 125,89.06036567483712,89.06036567483712,86.32545709354639,91.79527425612784,86.32545709354639
