unit_number,cycle,RUL_linear,erro_reconstrucao,slope,horizonte,faixa_RUL
1,122,70.0,0.011680737,2.608212556390975e-05,20,31-75
1,123,69.0,0.012024212,3.8165033082706745e-05,20,31-75
1,124,68.0,0.0122479815,4.624198984962406e-05,20,31-75
1,125,67.0,0.011971348,4.4017523684210575e-05,20,31-75
1,126,66.0,0.012057181,3.71427687969926e-05,20,31-75
1,127,65.0,0.01200564,3.4093022556390946e-05,20,31-75
1,128,64.0,0.0117123965,3.0436336466165332e-05,20,31-75
1,129,63.0,0.011948472,3.1730446992481145e-05,20,31-75
1,130,62.0,0.012081068,3.1922653759398285e-05,20,31-75
1,131,61.0,0.012099798,3.529409135338349e-05,20,31-75
1,132,60.0,0.012505318,4.206566654135345e-05,20,31-75
1,133,59.0,0.012254493,4.510325451127815e-05,20,31-75
1,134,58.0,0.012150233,4.6407299624060254e-05,20,31-75
1,135,57.0,0.012049162,4.1852802631578915e-05,20,31-75
1,136,56.0,0.012055646,3.860104624060151e-05,20,31-75
1,137,55.0,0.011890466,3.613707406015029e-05,20,31-75
1,138,54.0,0.01157387,2.4265237218044984e-05,20,31-75
1,139,53.0,0.011548996,1.3894171804511108e-05,20,31-75
1,140,52.0,0.011681147,-1.5577142857148483e-07,20,31-75
1,141,51.0,0.011940454,-1.0256639849623685e-05,20,31-75
1,142,50.0,0.012063854,-1.360140300751881e-05,20,31-75
1,143,49.0,0.012017601,-1.275974962405999e-05,20,31-75
1,144,48.0,0.011988545,-8.790037969924804e-06,20,31-75
1,145,47.0,0.0122397635,-5.2092578947370374e-06,20,31-75
1,146,46.0,0.011625788,-9.447930827067585e-06,20,31-75
1,147,45.0,0.011445511,-1.642708345864628e-05,20,31-75
1,148,44.0,0.01138665,-2.8034968796992275e-05,20,31-75
1,149,43.0,0.011497995,-3.383485902255619e-05,20,31-75
1,150,42.0,0.011825779,-3.218109060150367e-05,20,31-75
1,151,41.0,0.011656701,-3.226309210526325e-05,20,31-75
1,152,40.0,0.012328786,-1.567462067669184e-05,20,31-75
1,153,39.0,0.012103082,-6.005425187969981e-06,20,31-75
1,154,38.0,0.012160714,3.0685597744361425e-06,20,31-75
1,155,37.0,0.011922566,7.12881165413529e-06,20,31-75
1,156,36.0,0.012011075,1.2746226691729302e-05,20,31-75
1,157,35.0,0.012010702,1.581723195488714e-05,20,31-75
1,158,34.0,0.011908165,1.2243732706767065e-05,20,31-75
1,159,33.0,0.011979297,8.790958270676632e-06,20,31-75
1,160,32.0,0.012565633,1.5153937969924707e-05,20,31-75
1,161,31.0,0.012376935,2.1585498872180295e-05,20,31-75
1,162,30.0,0.012497516,3.103170413533842e-05,20,0-30
1,163,29.0,0.013044313,4.690686127819582e-05,20,0-30
1,164,28.0,0.013099898,6.157338308270698e-05,20,0-30
1,165,27.0,0.012897991,7.565091954887206e-05,20,0-30
1,166,26.0,0.012889197,7.891866165413534e-05,20,0-30
1,167,25.0,0.012521633,7.218914736842093e-05,20,0-30
1,168,24.0,0.012095857,5.682950601503771e-05,20,0-30
1,169,23.0,0.012013022,4.0978109774436075e-05,20,0-30
1,170,22.0,0.011686562,2.486405939849623e-05,20,0-30
1,171,21.0,0.011695934,6.423590977443673e-06,20,0-30
1,172,20.0,0.011919116,1.7243082706767856e-06,20,0-30
1,173,19.0,0.012042868,-4.154790977443509e-06,20,0-30
1,174,18.0,0.012282645,-5.607978195488665e-06,20,0-30
1,175,17.0,0.01235385,-9.987537593984438e-06,20,0-30
1,176,16.0,0.012120092,-1.695753383458628e-05,20,0-30
1,177,15.0,0.012628917,-1.682842631578939e-05,20,0-30
1,178,14.0,0.012862839,-1.590622781954854e-05,20,0-30
1,179,13.0,0.013160906,-1.1038392481202788e-05,20,0-30
1,180,12.0,0.013576027,7.240824060150296e-06,20,0-30
1,181,11.0,0.014592714,3.554530902255648e-05,20,0-30
1,182,10.0,0.015623846,7.715216315789435e-05,20,0-30
1,183,9.0,0.016078822,0.00012919106315789408,20,0-30
1,184,8.0,0.017639121,0.00019983443533834583,20,0-30
1,185,7.0,0.018172387,0.00026808198872180515,20,0-30
1,186,6.0,0.01848796,0.00033276745263157874,20,0-30
1,187,5.0,0.019302921,0.00039487238195488666,20,0-30
1,188,4.0,0.019855127,0.000447945763909773,20,0-30
1,189,3.0,0.021205299,0.0005073313210526328,20,0-30
1,190,2.0,0.022611434,0.0005678269165413517,20,0-30
1,191,1.0,0.023352735,0.0006226321263157893,20,0-30
1,192,0.0,0.024626328,0.000681626424060152,20,0-30
5,49,220.0,0.00956557,-1.910506390977578e-06,20,RUL > 125
5,50,219.0,0.009728801,8.838609022555626e-07,20,RUL > 125
5,51,218.0,0.010005209,8.961528571428605e-06,20,RUL > 125
5,52,217.0,0.010332384,2.1605026315789355e-05,20,RUL > 125
5,53,216.0,0.010386903,3.533493984962391e-05,20,RUL > 125
5,54,215.0,0.010155927,4.299501879699237e-05,20,RUL > 125
5,55,214.0,0.0102131,5.043019323308275e-05,20,RUL > 125
5,56,213.0,0.009958716,5.4171764661654064e-05,20,RUL > 125
5,57,212.0,0.009985817,5.30432917293233e-05,20,RUL > 125
5,58,211.0,0.009821955,4.660354661654138e-05,20,RUL > 125
5,59,210.0,0.009574606,3.486389962406015e-05,20,RUL > 125
5,60,209.0,0.009604983,2.547118909774438e-05,20,RUL > 125
5,61,208.0,0.009557159,1.6098631954887384e-05,20,RUL > 125
5,62,207.0,0.009565367,9.639813909774386e-06,20,RUL > 125
5,63,206.0,0.009468809,1.1441748120301396e-06,20,RUL > 125
5,64,205.0,0.009303221,-1.0192187218045008e-05,20,RUL > 125
5,65,204.0,0.009612279,-1.5789418045112698e-05,20,RUL > 125
5,66,203.0,0.009423045,-2.4209341353383315e-05,20,RUL > 125
5,67,202.0,0.009631012,-2.9736641353383377e-05,20,RUL > 125
5,68,201.0,0.009919704,-2.9371445864661645e-05,20,RUL > 125
5,69,200.0,0.010065919,-2.89952827067668e-05,20,RUL > 125
5,70,199.0,0.0099934535,-2.782941390977448e-05,20,RUL > 125
5,71,198.0,0.0101185255,-2.0910439097744287e-05,20,RUL > 125
5,72,197.0,0.009858904,-1.2704822556391106e-05,20,RUL > 125
5,73,196.0,0.01007301,1.3227744360906881e-07,20,RUL > 125
5,74,195.0,0.01033035,1.3470693233082825e-05,20,RUL > 125
5,75,194.0,0.010564207,3.0790364661654234e-05,20,RUL > 125
5,76,193.0,0.010678384,4.519656616541365e-05,20,RUL > 125
5,77,192.0,0.0110319145,6.399890639097732e-05,20,RUL > 125
5,78,191.0,0.011160998,8.048492293233095e-05,20,RUL > 125
5,79,190.0,0.011064014,8.966634473684208e-05,20,RUL > 125
5,80,189.0,0.010834239,9.380519210526323e-05,20,RUL > 125
5,81,188.0,0.010636448,9.251483270676695e-05,20,RUL > 125
5,82,187.0,0.010557518,8.860351090225577e-05,20,RUL > 125
5,83,186.0,0.01035494,7.878166127819529e-05,20,RUL > 125
5,84,185.0,0.010298423,6.420535075187969e-05,20,RUL > 125
5,85,184.0,0.010627439,5.7712587593984895e-05,20,RUL > 125
5,86,183.0,0.010589107,4.615776278195495e-05,20,RUL > 125
5,87,182.0,0.010520862,3.5158222180451166e-05,20,RUL > 125
5,88,181.0,0.010658527,2.9345498872180566e-05,20,RUL > 125
5,89,180.0,0.010824054,2.70950928571427e-05,20,RUL > 125
5,90,179.0,0.010487576,1.7753613533834568e-05,20,RUL > 125
5,91,178.0,0.0104452735,9.039592481203162e-06,20,RUL > 125
5,92,177.0,0.010345547,-5.689730075188119e-06,20,RUL > 125
5,93,176.0,0.010439764,-1.6424268421052482e-05,20,RUL > 125
5,94,175.0,0.010548535,-2.2093181954887216e-05,20,RUL > 125
5,95,174.0,0.010128689,-3.0395514285714376e-05,20,RUL > 125
5,96,173.0,0.010137264,-3.6117637593984926e-05,20,RUL > 125
5,97,172.0,0.010064649,-3.6481343233082525e-05,20,RUL > 125
5,98,171.0,0.010021391,-3.3970325187969964e-05,20,RUL > 125
5,99,170.0,0.009983689,-3.181553872180473e-05,20,RUL > 125
5,100,169.0,0.009862864,-3.33903011278197e-05,20,RUL > 125
5,101,168.0,0.010119416,-3.296233646616553e-05,20,RUL > 125
5,102,167.0,0.0102482615,-3.116249323308277e-05,20,RUL > 125
5,103,166.0,0.010410662,-2.9776195488721745e-05,20,RUL > 125
5,104,165.0,0.010171666,-3.278029248120308e-05,20,RUL > 125
5,105,164.0,0.009761811,-3.6253859398496255e-05,20,RUL > 125
5,106,163.0,0.009612557,-4.116317218045114e-05,20,RUL > 125
5,107,162.0,0.009710925,-4.427628421052633e-05,20,RUL > 125
5,108,161.0,0.009525638,-4.6644745112781875e-05,20,RUL > 125
5,109,160.0,0.009704982,-4.213397218045128e-05,20,RUL > 125
5,110,159.0,0.009843626,-3.92725661654136e-05,20,RUL > 125
5,111,158.0,0.010024391,-3.352839135338335e-05,20,RUL > 125
5,112,157.0,0.009855683,-3.1136053759398674e-05,20,RUL > 125
5,113,156.0,0.009727857,-2.8345527443608965e-05,20,RUL > 125
5,114,155.0,0.009877941,-2.0622970300751967e-05,20,RUL > 125
5,115,154.0,0.009862273,-1.8744977067669172e-05,20,RUL > 125
5,116,153.0,0.010051532,-1.3627263533834613e-05,20,RUL > 125
5,117,152.0,0.010214613,-7.197453759398493e-06,20,RUL > 125
5,118,151.0,0.010100977,-3.299546240601656e-06,20,RUL > 125
5,119,150.0,0.010027314,-1.1689402255637452e-06,20,RUL > 125
5,120,149.0,0.010107365,1.318868421051197e-07,20,RUL > 125
5,121,148.0,0.010272551,7.47566428571432e-06,20,RUL > 125
5,122,147.0,0.010363961,1.79294233082707e-05,20,RUL > 125
5,123,146.0,0.01070384,3.562883082706751e-05,20,RUL > 125
5,124,145.0,0.010804833,5.055650526315791e-05,20,RUL > 125
5,125,144.0,0.010930336,5.98535541353383e-05,20,RUL > 125
5,126,143.0,0.011022559,6.635425187969948e-05,20,RUL > 125
5,127,142.0,0.01105425,7.274055338345867e-05,20,RUL > 125
5,128,141.0,0.011368556,7.867131879699235e-05,20,RUL > 125
5,129,140.0,0.011330164,8.411406917293221e-05,20,RUL > 125
5,130,139.0,0.011408697,9.042395263157884e-05,20,RUL > 125
5,131,138.0,0.011139713,9.339190150375947e-05,20,RUL > 125
5,132,137.0,0.011034441,9.051497819548888e-05,20,RUL > 125
5,133,136.0,0.010939644,8.249293834586467e-05,20,RUL > 125
5,134,135.0,0.011058826,7.672100977443626e-05,20,RUL > 125
5,135,134.0,0.010944502,6.729272481203008e-05,20,RUL > 125
5,136,133.0,0.011079037,6.114725639097749e-05,20,RUL > 125
5,137,132.0,0.011027106,5.528975939849628e-05,20,RUL > 125
5,138,131.0,0.010799531,4.3165144360902224e-05,20,RUL > 125
5,139,130.0,0.01073627,2.7923243609022413e-05,20,RUL > 125
5,140,129.0,0.010944625,1.585570676691727e-05,20,RUL > 125
5,141,128.0,0.011192825,8.68304661654166e-06,20,RUL > 125
5,142,127.0,0.011000376,-1.179439849624119e-06,20,RUL > 125
5,143,126.0,0.0113047715,-2.28392368421053e-06,20,RUL > 125
5,144,125.0,0.0113712605,-1.7475947368422861e-06,20,76-125
5,145,124.0,0.011009629,-5.247574436090394e-06,20,76-125
5,146,123.0,0.011041094,-6.9611390977442734e-06,20,76-125
5,147,122.0,0.011141166,-6.772591729323273e-06,20,76-125
5,148,121.0,0.011223348,-5.779902255639266e-07,20,76-125
5,149,120.0,0.011219332,5.1714082706763294e-06,20,76-125
5,150,119.0,0.011336362,1.3999323308270571e-05,20,76-125
5,151,118.0,0.011090517,1.5176825563909652e-05,20,76-125
5,152,117.0,0.011157317,1.5720403007518726e-05,20,76-125
5,153,116.0,0.01083748,1.0013309774436053e-05,20,76-125
5,154,115.0,0.011034811,9.160681954887199e-06,20,76-125
5,155,114.0,0.011093897,7.383136842105363e-06,20,76-125
5,156,113.0,0.011056398,6.969474436090234e-06,20,76-125
5,157,112.0,0.010815052,2.3220924812029985e-06,20,76-125
5,158,111.0,0.010820016,-5.5287864661649005e-06,20,76-125
5,159,110.0,0.0108623095,-1.3805134962406177e-05,20,76-125
5,160,109.0,0.010972599,-1.7405636466165318e-05,20,76-125
5,161,108.0,0.010909216,-1.803472819548877e-05,20,76-125
5,162,107.0,0.010771797,-2.323913721804513e-05,20,76-125
5,163,106.0,0.011001412,-2.0013359398496233e-05,20,76-125
5,164,105.0,0.010820273,-1.7869275563909813e-05,20,76-125
5,165,104.0,0.01101819,-1.7779224436090057e-05,20,76-125
5,166,103.0,0.010593688,-2.326954548872178e-05,20,76-125
5,167,102.0,0.010306251,-3.061323421052616e-05,20,76-125
5,168,101.0,0.010448726,-3.336844398496235e-05,20,76-125
5,169,100.0,0.0106255915,-3.2495569172932276e-05,20,76-125
5,170,99.0,0.010867125,-2.5431530827067697e-05,20,76-125
5,171,98.0,0.010597583,-2.5394236090225577e-05,20,76-125
5,172,97.0,0.010866642,-1.9717250375939607e-05,20,76-125
5,173,96.0,0.010776474,-1.9941331578947283e-05,20,76-125
5,174,95.0,0.010656246,-1.867546466165429e-05,20,76-125
5,175,94.0,0.0109051885,-1.2351068796992418e-05,20,76-125
5,176,93.0,0.010810972,-7.680940225563861e-06,20,76-125
5,177,92.0,0.010367397,-1.2789262030075102e-05,20,76-125
5,178,91.0,0.010064607,-2.14716109022554e-05,20,76-125
5,179,90.0,0.010107024,-2.774425714285697e-05,20,76-125
5,180,89.0,0.010238662,-2.925917969924814e-05,20,76-125
5,181,88.0,0.010529073,-2.6522493233082715e-05,20,76-125
5,182,87.0,0.010398492,-2.72493796992481e-05,20,76-125
5,183,86.0,0.010574349,-2.127716240601488e-05,20,76-125
5,184,85.0,0.010294584,-2.1519477443609217e-05,20,76-125
5,185,84.0,0.010228882,-1.8784877443609038e-05,20,76-125
5,186,83.0,0.010255839,-2.1180911278195506e-05,20,76-125
5,187,82.0,0.010501587,-2.4096694736841966e-05,20,76-125
5,188,81.0,0.010353076,-2.717819699248106e-05,20,76-125
5,189,80.0,0.010717326,-2.211968007518808e-05,20,76-125
5,190,79.0,0.01069143,-1.3755365789473616e-05,20,76-125
5,191,78.0,0.010840643,-7.251160526315984e-06,20,76-125
5,192,77.0,0.010994425,5.3327266917294065e-06,20,76-125
5,193,76.0,0.011087481,1.763012518797005e-05,20,76-125
5,194,75.0,0.011263262,3.0072664285714536e-05,20,31-75
5,195,74.0,0.01169245,5.1664325563909475e-05,20,31-75
5,196,73.0,0.012056699,7.578806315789471e-05,20,31-75
5,197,72.0,0.01213296,9.212415413533842e-05,20,31-75
5,198,71.0,0.0119246645,9.804871842105254e-05,20,31-75
5,199,70.0,0.012564823,0.00011099106729323326,20,31-75
5,200,69.0,0.012217937,0.00011736045827067691,20,31-75
5,201,68.0,0.012339982,0.00012708243270676716,20,31-75
5,202,67.0,0.012348382,0.00013213943045112798,20,31-75
5,203,66.0,0.012298152,0.00013632338082706833,20,31-75
5,204,65.0,0.012605699,0.00013789133270676688,20,31-75
5,205,64.0,0.012873895,0.00013877789511278164,20,31-75
5,206,63.0,0.012947345,0.00013716191691729338,20,31-75
5,207,62.0,0.013142379,0.0001381649928571428,20,31-75
5,208,61.0,0.013654294,0.00014016511390977447,20,31-75
5,209,60.0,0.014218165,0.00015100761315789483,20,31-75
5,210,59.0,0.014671476,0.0001626526800751883,20,31-75
5,211,58.0,0.015002128,0.00017539231015037572,20,31-75
5,212,57.0,0.01570188,0.0001942986620300747,20,31-75
5,213,56.0,0.01575312,0.0002083274394736842,20,31-75
5,214,55.0,0.01619198,0.00022438513646616518,20,31-75
5,215,54.0,0.016905557,0.0002500018372180454,20,31-75
5,216,53.0,0.017326728,0.0002795473078947369,20,31-75
5,217,52.0,0.017842151,0.00030973522969924937,20,31-75
5,218,51.0,0.018387191,0.0003358353112781944,20,31-75
5,219,50.0,0.018613502,0.0003655580879699254,20,31-75
5,220,49.0,0.01865049,0.00038123635939849666,20,31-75
5,221,48.0,0.018971814,0.00039375898796992383,20,31-75
5,222,47.0,0.019744262,0.0004074765398496249,20,31-75
5,223,46.0,0.020190725,0.0004156574052631563,20,31-75
5,224,45.0,0.021175833,0.0004308987165413546,20,31-75
5,225,44.0,0.021565014,0.0004430470105263142,20,31-75
5,226,43.0,0.021797825,0.00044661156090225685,20,31-75
5,227,42.0,0.023067683,0.00045808743157894894,20,31-75
5,228,41.0,0.023978833,0.00047573733007518653,20,31-75
5,229,40.0,0.024192933,0.0004898234037593964,20,31-75
5,230,39.0,0.02531794,0.0005121388969924815,20,31-75
5,231,38.0,0.026453692,0.0005398905195488751,20,31-75
5,232,37.0,0.027869452,0.0005816956037593977,20,31-75
5,233,36.0,0.029299667,0.000626444282706769,20,31-75
5,234,35.0,0.029964678,0.0006672517398496218,20,31-75
5,235,34.0,0.03120158,0.0007162854067669112,20,31-75
5,236,33.0,0.032754045,0.0007726494345864649,20,31-75
5,237,32.0,0.03467526,0.0008413986759398496,20,31-75
5,238,31.0,0.0354076,0.000903902866165407,20,31-75
5,239,30.0,0.036452573,0.0009593139736842103,20,0-30
5,240,29.0,0.038706027,0.0010206756315789484,20,0-30
5,241,28.0,0.04043558,0.0010816600240601488,20,0-30
5,242,27.0,0.042779904,0.001156054966917294,20,0-30
5,243,26.0,0.045008324,0.0012346938338345952,20,0-30
5,244,25.0,0.047269616,0.0013238715112782002,20,0-30
5,245,24.0,0.04887807,0.0014029332947368448,20,0-30
5,246,23.0,0.05184794,0.0014870254909774426,20,0-30
5,247,22.0,0.05422773,0.0015799769338345818,20,0-30
5,248,21.0,0.05727262,0.0016839561706766869,20,0-30
5,249,20.0,0.06025715,0.0017838862315789435,20,0-30
5,250,19.0,0.063791744,0.0018978418556390919,20,0-30
5,251,18.0,0.066760965,0.0020142925045112696,20,0-30
5,252,17.0,0.069658026,0.0021338714037594025,20,0-30
5,253,16.0,0.073588215,0.0022693382413533788,20,0-30
5,254,15.0,0.077670306,0.0024070215180451286,20,0-30
5,255,14.0,0.08124491,0.0025435628112782057,20,0-30
5,256,13.0,0.08653641,0.0027049564390977288,20,0-30
5,257,12.0,0.090893984,0.0028780603609022543,20,0-30
5,258,11.0,0.09543097,0.003043002196992474,20,0-30
5,259,10.0,0.10162145,0.0032226183285714188,20,0-30
5,260,9.0,0.1050474,0.003388759144360894,20,0-30
5,261,8.0,0.1100395,0.00355376294285714,20,0-30
5,262,7.0,0.11412977,0.0037095472631578936,20,0-30
5,263,6.0,0.119870596,0.0038752359308270538,20,0-30
5,264,5.0,0.1269594,0.004065322992481181,20,0-30
5,265,4.0,0.13382202,0.00425900986315787,20,0-30
5,266,3.0,0.14191328,0.004487443583458632,20,0-30
5,267,2.0,0.14965524,0.0047286157624059945,20,0-30
5,268,1.0,0.15789448,0.004992068565413511,20,0-30
5,269,0.0,0.1662214,0.005270290458646596,20,0-30
11,49,191.0,0.010435041,-2.4952511278195363e-05,20,RUL > 125
11,50,190.0,0.010944679,-2.671425789473694e-05,20,RUL > 125
11,51,189.0,0.010937135,-2.32154308270675e-05,20,RUL > 125
11,52,188.0,0.011009477,-1.684090977443619e-05,20,RUL > 125
11,53,187.0,0.010771541,-1.7209611278195387e-05,20,RUL > 125
11,54,186.0,0.010946712,-1.642238571428572e-05,20,RUL > 125
11,55,185.0,0.010249212,-2.264470451127807e-05,20,RUL > 125
11,56,184.0,0.010165731,-2.864868045112777e-05,20,RUL > 125
11,57,183.0,0.010125523,-3.286449699248096e-05,20,RUL > 125
11,58,182.0,0.009935736,-3.775150075187946e-05,20,RUL > 125
11,59,181.0,0.01001131,-3.720721203007506e-05,20,RUL > 125
11,60,180.0,0.00983852,-4.136491879699254e-05,20,RUL > 125
11,61,179.0,0.009755327,-4.71193616541351e-05,20,RUL > 125
11,62,178.0,0.009766751,-4.84336879699247e-05,20,RUL > 125
11,63,177.0,0.009687899,-4.967035037593969e-05,20,RUL > 125
11,64,176.0,0.009780468,-5.413665864661642e-05,20,RUL > 125
11,65,175.0,0.009696079,-5.988508120300745e-05,20,RUL > 125
11,66,174.0,0.009747556,-6.309925263157889e-05,20,RUL > 125
11,67,173.0,0.010021619,-6.54293030075187e-05,20,RUL > 125
11,68,172.0,0.009843505,-6.789087593984955e-05,20,RUL > 125
11,69,171.0,0.009612678,-7.207350676691729e-05,20,RUL > 125
11,70,170.0,0.009701343,-6.570594285714298e-05,20,RUL > 125
11,71,169.0,0.009810168,-5.6033173684210504e-05,20,RUL > 125
11,72,168.0,0.009747937,-4.441248947368432e-05,20,RUL > 125
11,73,167.0,0.009740602,-3.475642255639093e-05,20,RUL > 125
11,74,166.0,0.009796724,-1.998247067669178e-05,20,RUL > 125
11,75,165.0,0.00953269,-1.826428571428579e-05,20,RUL > 125
11,76,164.0,0.009757156,-1.3580087969924775e-05,20,RUL > 125
11,77,163.0,0.009883922,-7.105412030075354e-06,20,RUL > 125
11,78,162.0,0.009883486,-3.27029172932331e-06,20,RUL > 125
11,79,161.0,0.009656066,-1.4121834586466463e-06,20,RUL > 125
11,80,160.0,0.009124075,-9.348008270676803e-06,20,RUL > 125
11,81,159.0,0.009226702,-1.6056953383458724e-05,20,RUL > 125
11,82,158.0,0.00922144,-2.186576616541353e-05,20,RUL > 125
11,83,157.0,0.009267518,-2.744133684210547e-05,20,RUL > 125
11,84,156.0,0.009439797,-2.8462011278195394e-05,20,RUL > 125
11,85,155.0,0.009418427,-3.06081421052632e-05,20,RUL > 125
11,86,154.0,0.009540085,-2.9785984962406016e-05,20,RUL > 125
11,87,153.0,0.009596362,-2.352057368421041e-05,20,RUL > 125
11,88,152.0,0.0095335515,-2.032529736842088e-05,20,RUL > 125
11,89,151.0,0.009574632,-1.9721698120300792e-05,20,RUL > 125
11,90,150.0,0.009530835,-1.828658458646609e-05,20,RUL > 125
11,91,149.0,0.009229771,-1.917769285714275e-05,20,RUL > 125
11,92,148.0,0.009282861,-1.9420189849624025e-05,20,RUL > 125
11,93,147.0,0.00959423,-1.4631011654135305e-05,20,RUL > 125
11,94,146.0,0.009559604,-9.230245488721907e-06,20,RUL > 125
11,95,145.0,0.009573554,-7.442580075188049e-06,20,RUL > 125
11,96,144.0,0.009619569,-1.5148071428570997e-06,20,RUL > 125
11,97,143.0,0.009351758,2.795560526315817e-06,20,RUL > 125
11,98,142.0,0.009493808,9.928576315789403e-06,20,RUL > 125
11,99,141.0,0.009611814,1.5742531954887118e-05,20,RUL > 125
11,100,140.0,0.009458961,1.1039559774435865e-05,20,RUL > 125
11,101,139.0,0.00930999,5.325268796992336e-06,20,RUL > 125
11,102,138.0,0.0093979975,6.598984962405234e-07,20,RUL > 125
11,103,137.0,0.009407354,-3.4097601503758955e-06,20,RUL > 125
11,104,136.0,0.0094721895,-4.043282330827054e-06,20,RUL > 125
11,105,135.0,0.009535791,-4.1543432330826575e-06,20,RUL > 125
11,106,134.0,0.00937869,-4.765275563909848e-06,20,RUL > 125
11,107,133.0,0.00947233,-2.907210150375952e-06,20,RUL > 125
