unit_number,cycle,RUL_linear,erro_reconstrucao,slope,horizonte,faixa_RUL
1,89,103.0,0.00971356,-3.4796499999998324e-05,5,76-125
1,90,102.0,0.010116563,-6.381099999999249e-06,5,76-125
1,91,101.0,0.010320208,2.8010200000000944e-05,5,76-125
1,92,100.0,0.0103460755,0.00010671609999999941,5,76-125
1,93,99.0,0.010071983,9.463584999999979e-05,5,76-125
1,94,98.0,0.010226125,-2.9101000000008406e-06,5,76-125
1,95,97.0,0.010613979,4.675914999999951e-05,5,76-125
1,96,96.0,0.010484989,8.198229999999982e-05,5,76-125
1,97,95.0,0.010531924,0.00011787459999999998,5,76-125
1,98,94.0,0.010931846,0.00013293870000000166,5,76-125
1,99,93.0,0.011079886,0.00013786710000000002,5,76-125
1,100,92.0,0.011216162,0.00020103079999999875,5,76-125
1,101,91.0,0.011367087,0.00019546419999999997,5,76-125
1,102,90.0,0.011475398,0.00013743049999999853,5,76-125
1,103,89.0,0.011552307,0.00012040779999999972,5,76-125
1,104,88.0,0.011141082,3.5060000000011744e-06,5,76-125
1,105,87.0,0.010844365,-0.0001379760000000015,5,76-125
1,106,86.0,0.01057952,-0.00024996979999999795,5,76-125
1,107,85.0,0.0110091325,-0.0001647911000000006,5,76-125
1,108,84.0,0.011330914,5.44431499999984e-05,5,76-125
1,109,83.0,0.011467204,0.00019970719999999568,5,76-125
1,110,82.0,0.011323284,0.0001945599500000004,5,76-125
1,111,81.0,0.011579859,0.0001133822999999988,5,76-125
1,112,80.0,0.01147782,4.064670000000014e-05,5,76-125
1,113,79.0,0.011566128,3.5238399999999876e-05,5,76-125
1,114,78.0,0.011616226,5.721530000000049e-05,5,76-125
1,115,77.0,0.011387488,-2.4633600000001065e-05,5,76-125
1,116,76.0,0.011527145,-7.998999999999267e-06,5,76-125
1,117,75.0,0.01177682,3.323029999999984e-05,5,31-75
1,118,74.0,0.011478256,1.1339200000000926e-05,5,31-75
1,119,73.0,0.011604916,3.8596699999999996e-05,5,31-75
1,120,72.0,0.0112470295,-7.32134999999998e-05,5,31-75
1,121,71.0,0.011303871,-0.00011771244999999895,5,31-75
1,122,70.0,0.011680737,1.0391700000000414e-05,5,31-75
1,123,69.0,0.012024212,0.00012722994999999577,5,31-75
1,124,68.0,0.0122479815,0.00027222450000000375,5,31-75
1,125,67.0,0.011971348,0.00019021985000000093,5,31-75
1,126,66.0,0.012057181,7.000240000000042e-05,5,31-75
1,127,65.0,0.01200564,-2.279444999999931e-05,5,31-75
1,128,64.0,0.0117123965,-0.0001036878000000003,5,31-75
1,129,63.0,0.011948472,-3.9053649999999355e-05,5,31-75
1,130,62.0,0.012081068,-9.394000000005008e-07,5,31-75
1,131,61.0,0.012099798,5.569874999999947e-05,5,31-75
1,132,60.0,0.012505318,0.00017371690000000107,5,31-75
1,133,59.0,0.012254493,0.00010362920000000033,5,31-75
1,134,58.0,0.012150233,2.9302499999999013e-05,5,31-75
1,135,57.0,0.012049162,-4.56356999999979e-05,5,31-75
1,136,56.0,0.012055646,-0.00011046749999999804,5,31-75
1,137,55.0,0.011890466,-8.226409999999899e-05,5,31-75
1,138,54.0,0.01157387,-0.00013114219999999717,5,31-75
1,139,53.0,0.011548996,-0.00014821079999999967,5,31-75
1,140,52.0,0.011681147,-0.0001090467999999985,5,31-75
1,141,51.0,0.011940454,2.072529999999873e-05,5,31-75
1,142,50.0,0.012063854,0.0001371425999999996,5,31-75
1,143,49.0,0.012017601,0.00013199170000000127,5,31-75
1,144,48.0,0.011988545,6.919430000000093e-05,5,31-75
1,145,47.0,0.0122397635,5.233100000000048e-05,5,31-75
1,146,46.0,0.011625788,-6.539695000000012e-05,5,31-75
1,147,45.0,0.011445511,-0.00015069369999999165,5,31-75
1,148,44.0,0.01138665,-0.00019980424999999617,5,31-75
1,149,43.0,0.011497995,-0.0001722675000000017,5,31-75
1,150,42.0,0.011825779,4.524660000000189e-05,5,31-75
1,151,41.0,0.011656701,8.615090000000091e-05,5,31-75
1,152,40.0,0.012328786,0.00020429780000000235,5,31-75
1,153,39.0,0.012103082,0.0001713181000000018,5,31-75
1,154,38.0,0.012160714,0.00011162509999999914,5,31-75
1,155,37.0,0.011922566,3.63657999999978e-05,5,31-75
1,156,36.0,0.012011075,-8.159379999999757e-05,5,31-75
1,157,35.0,0.012010702,-3.343989999999908e-05,5,31-75
1,158,34.0,0.011908165,-4.169619999999909e-05,5,31-75
1,159,33.0,0.011979297,1.0552000000005322e-06,5,31-75
1,160,32.0,0.012565633,0.00010777110000000193,5,31-75
1,161,31.0,0.012376935,0.00013899340000000137,5,31-75
1,162,30.0,0.012497516,0.00015763400000000163,5,0-30
1,163,29.0,0.013044313,0.00020619149999999753,5,0-30
1,164,28.0,0.013099898,0.0001735907999999978,5,0-30
1,165,27.0,0.012897991,0.00016444939999999891,5,0-30
1,166,26.0,0.012889197,6.370399999999992e-05,5,0-30
1,167,25.0,0.012521633,-0.00012560610000000172,5,0-30
1,168,24.0,0.012095857,-0.0002384440000000037,5,0-30
1,169,23.0,0.012013022,-0.0002563278000000013,5,0-30
1,170,22.0,0.011686562,-0.00029138809999999717,5,0-30
1,171,21.0,0.011695934,-0.00020606929999999972,5,0-30
1,172,20.0,0.011919116,-6.705700000000038e-05,5,0-30
1,173,19.0,0.012042868,2.9224600000002024e-05,5,0-30
1,174,18.0,0.012282645,0.0001539100000000005,5,0-30
1,175,17.0,0.01235385,0.00016793610000000154,5,0-30
1,176,16.0,0.012120092,7.129339999999986e-05,5,0-30
1,177,15.0,0.012628917,0.00010095449999999924,5,0-30
1,178,14.0,0.012862839,0.00014354550000000163,5,0-30
1,179,13.0,0.013160906,0.00023568589999999642,5,0-30
1,180,12.0,0.013576027,0.000344385899999993,5,0-30
1,181,11.0,0.014592714,0.0004640781999999971,5,0-30
1,182,10.0,0.015623846,0.0006953822000000005,5,0-30
1,183,9.0,0.016078822,0.0007883651000000172,5,0-30
1,184,8.0,0.017639121,0.0009612295999999609,5,0-30
1,185,7.0,0.018172387,0.0009174620999999892,5,0-30
1,186,6.0,0.01848796,0.0007821792999999889,5,0-30
1,187,5.0,0.019302921,0.0007297037000000016,5,0-30
1,188,4.0,0.019855127,0.0005562545999999839,5,0-30
1,189,3.0,0.021205299,0.0007432990999999976,5,0-30
1,190,2.0,0.022611434,0.0010149326000000046,5,0-30
1,191,1.0,0.023352735,0.001085593499999962,5,0-30
1,192,0.0,0.024626328,0.0011689837999999866,5,0-30
5,34,235.0,0.009627526,3.181479999999904e-05,5,RUL > 125
5,35,234.0,0.009611878,-6.403600000000376e-06,5,RUL > 125
5,36,233.0,0.009665366,-1.1444600000000255e-05,5,RUL > 125
5,37,232.0,0.009360348,-7.24472000000001e-05,5,RUL > 125
5,38,231.0,0.009231792,-0.00010429979999999863,5,RUL > 125
5,39,230.0,0.0091761295,-0.00013050710000000136,5,RUL > 125
5,40,229.0,0.009335235,-8.444804999999996e-05,5,RUL > 125
5,41,228.0,0.009405471,1.9368900000000285e-05,5,RUL > 125
5,42,227.0,0.009597028,9.598135000000019e-05,5,RUL > 125
5,43,226.0,0.009552376,0.00010142860000000072,5,RUL > 125
5,44,225.0,0.0095143225,5.050799999999967e-05,5,RUL > 125
5,45,224.0,0.009578072,2.6249650000000458e-05,5,RUL > 125
5,46,223.0,0.009573771,-2.0817999999993238e-06,5,RUL > 125
5,47,222.0,0.009554455,6.360650000000254e-06,5,RUL > 125
5,48,221.0,0.00967374,2.9521800000000382e-05,5,RUL > 125
5,49,220.0,0.00956557,7.496500000000198e-06,5,RUL > 125
5,50,219.0,0.009728801,3.21175000000001e-05,5,RUL > 125
5,51,218.0,0.010005209,9.565689999999947e-05,5,RUL > 125
5,52,217.0,0.010332384,0.00017569270000000005,5,RUL > 125
5,53,216.0,0.010386903,0.00022462490000000015,5,RUL > 125
5,54,215.0,0.010155927,0.00012359459999999975,5,RUL > 125
5,55,214.0,0.0102131,2.3932500000000723e-05,5,RUL > 125
5,56,213.0,0.009958716,-9.211389999999996e-05,5,RUL > 125
5,57,212.0,0.009985817,-9.993830000000146e-05,5,RUL > 125
5,58,211.0,0.009821955,-8.95226999999979e-05,5,RUL > 125
5,59,210.0,0.009574606,-0.00014137490000000084,5,RUL > 125
5,60,209.0,0.009604983,-0.00011186770000000069,5,RUL > 125
5,61,208.0,0.009557159,-0.0001074288000000001,5,RUL > 125
5,62,207.0,0.009565367,-5.3062300000000415e-05,5,RUL > 125
5,63,206.0,0.009468809,-2.5120999999999423e-05,5,RUL > 125
5,64,205.0,0.009303221,-6.918739999999954e-05,5,RUL > 125
5,65,204.0,0.009612279,-1.519060000000086e-05,5,RUL > 125
5,66,203.0,0.009423045,-1.4117399999999807e-05,5,RUL > 125
5,67,202.0,0.009631012,4.4422999999999856e-05,5,RUL > 125
5,68,201.0,0.009919704,0.00012516989999999882,5,RUL > 125
5,69,200.0,0.010065919,0.00014039390000000106,5,RUL > 125
5,70,199.0,0.0099934535,0.00015757239999999987,5,RUL > 125
5,71,198.0,0.0101185255,0.0001048776499999999,5,RUL > 125
5,72,197.0,0.009858904,-6.899350000000257e-06,5,RUL > 125
5,73,196.0,0.01007301,-1.203674999999999e-05,5,RUL > 125
5,74,195.0,0.01033035,6.28277500000003e-05,5,RUL > 125
5,75,194.0,0.010564207,0.00013628090000000222,5,RUL > 125
5,76,193.0,0.010678384,0.00021301569999999947,5,RUL > 125
5,77,192.0,0.0110319145,0.0002265843000000006,5,RUL > 125
5,78,191.0,0.011160998,0.00021290035000000025,5,RUL > 125
5,79,190.0,0.011064014,0.00014822279999999926,5,RUL > 125
5,80,189.0,0.010834239,3.438094999999944e-05,5,RUL > 125
5,81,188.0,0.010636448,-0.00011176919999999964,5,RUL > 125
5,82,187.0,0.010557518,-0.00016345260000000172,5,RUL > 125
5,83,186.0,0.01035494,-0.00016948689999999884,5,RUL > 125
5,84,185.0,0.010298423,-0.00013531399999999958,5,RUL > 125
5,85,184.0,0.010627439,-2.77112999999994e-05,5,RUL > 125
5,86,183.0,0.010589107,3.3567699999998943e-05,5,RUL > 125
5,87,182.0,0.010520862,6.225280000000053e-05,5,RUL > 125
5,88,181.0,0.010658527,6.136309999999945e-05,5,RUL > 125
5,89,180.0,0.010824054,4.626500000000055e-05,5,RUL > 125
5,90,179.0,0.010487576,1.0013000000000065e-05,5,RUL > 125
5,91,178.0,0.0104452735,-3.221279999999962e-05,5,RUL > 125
5,92,177.0,0.010345547,-0.00010047405000000028,5,RUL > 125
5,93,176.0,0.010439764,-9.106090000000006e-05,5,RUL > 125
5,94,175.0,0.010548535,1.1640850000000034e-05,5,RUL > 125
5,95,174.0,0.010128689,-4.3018100000001525e-05,5,RUL > 125
5,96,173.0,0.010137264,-7.276410000000151e-05,5,RUL > 125
5,97,172.0,0.010064649,-0.00011615009999999988,5,RUL > 125
5,98,171.0,0.010021391,-0.00011183280000000153,5,RUL > 125
5,99,170.0,0.009983689,-4.0587299999999265e-05,5,RUL > 125
5,100,169.0,0.009862864,-6.29759999999992e-05,5,RUL > 125
5,101,168.0,0.010119416,-4.899300000001888e-06,5,RUL > 125
5,102,167.0,0.0102482615,5.894679999999909e-05,5,RUL > 125
5,103,166.0,0.010410662,0.00012393434999999955,5,RUL > 125
5,104,165.0,0.010171666,9.08850000000003e-05,5,RUL > 125
5,105,164.0,0.009761811,-7.918054999999963e-05,5,RUL > 125
5,106,163.0,0.009612557,-0.00019202599999999808,5,RUL > 125
5,107,162.0,0.009710925,-0.0001958583000000009,5,RUL > 125
5,108,161.0,0.009525638,-0.00013429419999999928,5,RUL > 125
5,109,160.0,0.009704982,-2.0057699999999247e-05,5,RUL > 125
5,110,159.0,0.009843626,4.561949999999948e-05,5,RUL > 125
5,111,158.0,0.010024391,9.449199999999773e-05,5,RUL > 125
5,112,157.0,0.009855683,9.794989999999958e-05,5,RUL > 125
5,113,156.0,0.009727857,5.780700000002105e-06,5,RUL > 125
5,114,155.0,0.009877941,-2.2790399999998846e-05,5,RUL > 125
5,115,154.0,0.009862273,-3.0197800000001776e-05,5,RUL > 125
5,116,153.0,0.010051532,5.2611400000000524e-05,5,RUL > 125
5,117,152.0,0.010214613,0.00011471030000000022,5,RUL > 125
5,118,151.0,0.010100977,7.98412000000004e-05,5,RUL > 125
5,119,150.0,0.010027314,3.795270000000098e-05,5,RUL > 125
5,120,149.0,0.010107365,-7.563299999999894e-06,5,RUL > 125
5,121,148.0,0.010272551,1.2226399999998654e-05,5,RUL > 125
5,122,147.0,0.010363961,7.71205000000001e-05,5,RUL > 125
5,123,146.0,0.01070384,0.00016096479999999703,5,RUL > 125
5,124,145.0,0.010804833,0.00018262250000000173,5,RUL > 125
5,125,144.0,0.010930336,0.00017564420000000216,5,RUL > 125
5,126,143.0,0.011022559,0.0001543692000000008,5,RUL > 125
5,127,142.0,0.01105425,9.185460000000078e-05,5,RUL > 125
5,128,141.0,0.011368556,0.00012513599999999854,5,RUL > 125
5,129,140.0,0.011330164,0.00011456529999999959,5,RUL > 125
5,130,139.0,0.011408697,0.00010481899999999962,5,RUL > 125
5,131,138.0,0.011139713,2.110670000000246e-05,5,RUL > 125
5,132,137.0,0.011034441,-8.58680999999991e-05,5,RUL > 125
5,133,136.0,0.010939644,-0.00011552960000000238,5,RUL > 125
5,134,135.0,0.011058826,-8.998110000000024e-05,5,RUL > 125
5,135,134.0,0.010944502,-3.660370000000077e-05,5,RUL > 125
5,136,133.0,0.011079037,9.404999999999794e-06,5,RUL > 125
5,137,132.0,0.011027106,1.9513500000000056e-05,5,RUL > 125
5,138,131.0,0.010799531,-4.359859999999875e-05,5,RUL > 125
5,139,130.0,0.01073627,-6.959699999999941e-05,5,RUL > 125
5,140,129.0,0.010944625,-5.5965999999999674e-05,5,RUL > 125
5,141,128.0,0.011192825,4.7653199999999613e-05,5,RUL > 125
5,142,127.0,0.011000376,8.582449999999938e-05,5,RUL > 125
5,143,126.0,0.0113047715,0.00011927540000000131,5,RUL > 125
5,144,125.0,0.0113712605,9.652174999999957e-05,5,76-125
5,145,124.0,0.011009629,4.492500000015733e-07,5,76-125
5,146,123.0,0.011041094,-2.1370650000000327e-05,5,76-125
5,147,122.0,0.011141166,-6.573774999999701e-05,5,76-125
5,148,121.0,0.011223348,-1.6428800000000838e-05,5,76-125
5,149,120.0,0.011219332,6.016599999999963e-05,5,76-125
5,150,119.0,0.011336362,6.687019999999913e-05,5,76-125
5,151,118.0,0.011090517,1.1715999999993212e-06,5,76-125
5,152,117.0,0.011157317,-2.608769999999943e-05,5,76-125
5,153,116.0,0.01083748,-9.42749000000017e-05,5,76-125
5,154,115.0,0.011034811,-8.561390000000071e-05,5,76-125
5,155,114.0,0.011093897,-1.1574599999999747e-05,5,76-125
5,156,113.0,0.011056398,5.457899999999185e-06,5,76-125
5,157,112.0,0.010815052,-2.326899999998446e-06,5,76-125
5,158,111.0,0.010820016,-7.084349999999803e-05,5,76-125
5,159,110.0,0.0108623095,-6.995569999999853e-05,5,76-125
5,160,109.0,0.010972599,-1.2034049999999053e-05,5,76-125
5,161,108.0,0.010909216,3.409109999999915e-05,5,76-125
5,162,107.0,0.010771797,-4.953150000002068e-06,5,76-125
5,163,106.0,0.011001412,7.740300000000884e-06,5,76-125
5,164,105.0,0.010820273,-2.1245600000000053e-05,5,76-125
5,165,104.0,0.01101819,2.6642400000000357e-05,5,76-125
5,166,103.0,0.010593688,-3.394399999999827e-05,5,76-125
5,167,102.0,0.010306251,-0.00016169070000000244,5,76-125
5,168,101.0,0.010448726,-0.00014550330000000176,5,76-125
5,169,100.0,0.0106255915,-9.301590000000043e-05,5,76-125
5,170,99.0,0.010867125,8.662144999999763e-05,5,76-125
5,171,98.0,0.010597583,0.0001001062999999998,5,76-125
5,172,97.0,0.010866642,8.078235000000085e-05,5,76-125
5,173,96.0,0.010776474,3.0128199999999167e-05,5,76-125
5,174,95.0,0.010656246,-2.4286700000000606e-05,5,76-125
5,175,94.0,0.0109051885,4.0481499999999426e-05,5,76-125
5,176,93.0,0.010810972,1.7374499999997368e-06,5,76-125
5,177,92.0,0.010367397,-6.634280000000058e-05,5,76-125
5,178,91.0,0.010064607,-0.00017210695000000043,5,76-125
5,179,90.0,0.010107024,-0.00023426939999999794,5,76-125
5,180,89.0,0.010238662,-0.00014049929999999946,5,76-125
5,181,88.0,0.010529073,4.974069999999935e-05,5,76-125
5,182,87.0,0.010398492,0.00010898190000000052,5,76-125
5,183,86.0,0.010574349,0.00010944800000000196,5,76-125
5,184,85.0,0.010294584,1.5712000000002515e-05,5,76-125
5,185,84.0,0.010228882,-7.042899999999829e-05,5,76-125
5,186,83.0,0.010255839,-6.307729999999801e-05,5,76-125
5,187,82.0,0.010501587,-1.842689999999972e-05,5,76-125
5,188,81.0,0.010353076,3.896889999999725e-05,5,76-125
5,189,80.0,0.010717326,0.00010741249999999932,5,76-125
5,190,79.0,0.01069143,0.00010869210000000019,5,76-125
5,191,78.0,0.010840643,0.00010164659999999552,5,76-125
5,192,77.0,0.010994425,0.00014060149999999837,5,76-125
5,193,76.0,0.011087481,0.00010433050000000455,5,76-125
5,194,75.0,0.011263262,0.0001390502000000013,5,31-75
5,195,74.0,0.01169245,0.00019724509999999423,5,31-75
5,196,73.0,0.012056699,0.0002729516999999959,5,31-75
5,197,72.0,0.01213296,0.0002884395000000009,5,31-75
5,198,71.0,0.0119246645,0.0001763314999999987,5,31-75
5,199,70.0,0.012564823,0.000161271149999997,5,31-75
5,200,69.0,0.012217937,7.543390000000011e-05,5,31-75
5,201,68.0,0.012339982,7.073165000000106e-05,5,31-75
5,202,67.0,0.012348382,6.225940000000247e-05,5,31-75
5,203,66.0,0.012298152,-4.028969999999984e-05,5,31-75
5,204,65.0,0.012605699,7.336939999999769e-05,5,31-75
5,205,64.0,0.012873895,0.00013251429999999566,5,31-75
5,206,63.0,0.012947345,0.00017736689999999948,5,31-75
5,207,62.0,0.013142379,0.00020300999999999918,5,31-75
5,208,61.0,0.013654294,0.000236567399999999,5,31-75
5,209,60.0,0.014218165,0.00033954890000000525,5,31-75
5,210,59.0,0.014671476,0.0004524047999999961,5,31-75
5,211,58.0,0.015002128,0.00047366799999999225,5,31-75
5,212,57.0,0.01570188,0.0004879135000000074,5,31-75
5,213,56.0,0.01575312,0.0004100314000000088,5,31-75
5,214,55.0,0.01619198,0.0003792000000000017,5,31-75
5,215,54.0,0.016905557,0.0004296957999999991,5,31-75
5,216,53.0,0.017326728,0.00044021329999998846,5,31-75
5,217,52.0,0.017842151,0.0005312809999999831,5,31-75
5,218,51.0,0.018387191,0.0005327015999999952,5,31-75
5,219,50.0,0.018613502,0.0004476353000000102,5,31-75
5,220,49.0,0.01865049,0.00034188750000000286,5,31-75
5,221,48.0,0.018971814,0.0002522624999999976,5,31-75
5,222,47.0,0.019744262,0.00030724539999999465,5,31-75
5,223,46.0,0.020190725,0.00042482179999999515,5,31-75
5,224,45.0,0.021175833,0.000626959700000022,5,31-75
5,225,44.0,0.021565014,0.0006617971000000076,5,31-75
5,226,43.0,0.021797825,0.0005481415000000023,5,31-75
5,227,42.0,0.023067683,0.000637590799999993,5,31-75
5,228,41.0,0.023978833,0.000710866899999991,5,31-75
5,229,40.0,0.024192933,0.0007436845999999859,5,31-75
5,230,39.0,0.02531794,0.0008165480000000068,5,31-75
5,231,38.0,0.026453692,0.000811112500000013,5,31-75
5,232,37.0,0.027869452,0.0010041996999999934,5,31-75
5,233,36.0,0.029299667,0.0012764979999999957,5,31-75
5,234,35.0,0.029964678,0.001213945100000009,5,31-75
5,235,34.0,0.03120158,0.001159100199999983,5,31-75
5,236,33.0,0.032754045,0.001167109899999996,5,31-75
5,237,32.0,0.03467526,0.0013540552999999507,5,31-75
5,238,31.0,0.0354076,0.0014359523999999727,5,31-75
5,239,30.0,0.036452573,0.0013155540999999873,5,0-30
5,240,29.0,0.038706027,0.0013681276999999914,5,0-30
5,241,28.0,0.04043558,0.0014819066999999736,5,0-30
5,242,27.0,0.042779904,0.001872761499999994,5,0-30
5,243,26.0,0.045008324,0.0021185378999999346,5,0-30
5,244,25.0,0.047269616,0.0021699921999999124,5,0-30
5,245,24.0,0.04887807,0.0021374691999999904,5,0-30
5,246,23.0,0.05184794,0.0022005817999999856,5,0-30
5,247,22.0,0.05422773,0.002301713600000023,5,0-30
5,248,21.0,0.05727262,0.0025355667999999295,5,0-30
5,249,20.0,0.06025715,0.002818284000000088,5,0-30
5,250,19.0,0.063791744,0.0029917027999999467,5,0-30
5,251,18.0,0.066760965,0.003158559399999985,5,0-30
5,252,17.0,0.069658026,0.003127462700000033,5,0-30
5,253,16.0,0.073588215,0.0032528411999999634,5,0-30
5,254,15.0,0.077670306,0.0034584373999999606,5,0-30
5,255,14.0,0.08124491,0.003698016999999876,5,0-30
5,256,13.0,0.08653641,0.00414134629999998,5,0-30
5,257,12.0,0.090893984,0.00434776419999994,5,0-30
5,258,11.0,0.09543097,0.004517040199999972,5,0-30
5,259,10.0,0.10162145,0.004964764000000206,5,0-30
5,260,9.0,0.1050474,0.004774944600000017,5,0-30
5,261,8.0,0.1100395,0.00479074620000004,5,0-30
5,262,7.0,0.11412977,0.0045815650000000825,5,0-30
5,263,6.0,0.119870596,0.004558066199999974,5,0-30
5,264,5.0,0.1269594,0.005365509600000122,5,0-30
5,265,4.0,0.13382202,0.0060394669999998575,5,0-30
5,266,3.0,0.14191328,0.006951844399999931,5,0-30
5,267,2.0,0.14965524,0.007452316800000122,5,0-30
5,268,1.0,0.15789448,0.0077703379999997865,5,0-30
5,269,0.0,0.1662214,0.00807799599999996,5,0-30
11,34,206.0,0.010727384,2.950909999999809e-05,5,RUL > 125
11,35,205.0,0.010935406,-2.560740000000044e-05,5,RUL > 125
11,36,204.0,0.010959413,-2.440000000000719e-06,5,RUL > 125
11,37,203.0,0.011033453,6.649510000000117e-05,5,RUL > 125
11,38,202.0,0.011076187,7.956530000000039e-05,5,RUL > 125
11,39,201.0,0.011243178,7.323179999999955e-05,5,RUL > 125
11,40,200.0,0.010984398,2.5969499999999505e-05,5,RUL > 125
11,41,199.0,0.01084941,-4.59875e-05,5,RUL > 125
11,42,198.0,0.011016083,-5.139760000000005e-05,5,RUL > 125
11,43,197.0,0.01097336,-5.07951000000004e-05,5,RUL > 125
11,44,196.0,0.010562638,-7.195700000000103e-05,5,RUL > 125
11,45,195.0,0.010483297,-0.00011856709999999825,5,RUL > 125
11,46,194.0,0.010522252,-0.00014777249999999842,5,RUL > 125
11,47,193.0,0.010256504,-0.00014740979999999917,5,RUL > 125
11,48,192.0,0.010386955,-5.781590000000007e-05,5,RUL > 125
11,49,191.0,0.010435041,-2.31808999999995e-05,5,RUL > 125
11,50,190.0,0.010944679,0.0001023390999999982,5,RUL > 125
11,51,189.0,0.010937135,0.00019189859999999993,5,RUL > 125
11,52,188.0,0.011009477,0.0001747138000000006,5,RUL > 125
11,53,187.0,0.010771541,7.377979999999987e-05,5,RUL > 125
11,54,186.0,0.010946712,-1.615279999999991e-05,5,RUL > 125
11,55,185.0,0.010249212,-0.0001438611000000001,5,RUL > 125
11,56,184.0,0.010165731,-0.00022098210000000138,5,RUL > 125
11,57,183.0,0.010125523,-0.00020730170000000115,5,RUL > 125
11,58,182.0,0.009935736,-0.00021456409999999864,5,RUL > 125
11,59,181.0,0.01001131,-7.057990000000168e-05,5,RUL > 125
11,60,180.0,0.00983852,-7.686350000000174e-05,5,RUL > 125
11,61,179.0,0.009755327,-8.376080000000145e-05,5,RUL > 125
11,62,178.0,0.009766751,-5.9395299999999285e-05,5,RUL > 125
11,63,177.0,0.009687899,-7.185909999999908e-05,5,RUL > 125
11,64,176.0,0.009780468,-1.835319999999957e-05,5,RUL > 125
11,65,175.0,0.009696079,-1.0477900000000239e-05,5,RUL > 125
11,66,174.0,0.009747556,-3.021000000000941e-06,5,RUL > 125
11,67,173.0,0.010021619,6.345279999999919e-05,5,RUL > 125
11,68,172.0,0.009843505,4.516139999999954e-05,5,RUL > 125
11,69,171.0,0.009612678,-7.08529999999948e-06,5,RUL > 125
