unit_number,cycle,RUL_linear,erro_reconstrucao,anomalia,status,faixa_RUL,anomaly_score,anomalia_threshold
5,87,182.0,0.010520862,0,NORMAL,RUL > 125,22.200197108126883,0
5,88,181.0,0.010658527,0,NORMAL,RUL > 125,28.356025212669255,0
5,89,180.0,0.010824054,0,NORMAL,RUL > 125,35.75773050203546,0
5,90,179.0,0.010487576,0,NORMAL,RUL > 125,20.71178034070014,0
5,91,178.0,0.0104452735,0,NORMAL,RUL > 125,18.820181761595716,0
5,92,177.0,0.010345547,0,NORMAL,RUL > 125,14.360811613281713,0
5,93,176.0,0.010439764,0,NORMAL,RUL > 125,18.573818961014823,0
5,94,175.0,0.010548535,0,NORMAL,RUL > 125,23.43762296899926,0
5,95,174.0,0.010128689,0,NORMAL,RUL > 125,4.663789341136541,0
5,96,173.0,0.010137264,0,NORMAL,RUL > 125,5.04722903892794,0
5,97,172.0,0.010064649,0,NORMAL,RUL > 125,1.800176717630966,0
5,98,171.0,0.010021391,0,NORMAL,RUL > 125,0.0,0
5,99,170.0,0.009983689,0,NORMAL,RUL > 125,0.0,0
5,100,169.0,0.009862864,0,NORMAL,RUL > 125,0.0,0
5,101,168.0,0.010119416,0,NORMAL,RUL > 125,4.249137875524905,0
5,102,167.0,0.0102482615,0,NORMAL,RUL > 125,10.010593220338945,0
5,103,166.0,0.010410662,0,NORMAL,RUL > 125,17.272493936510394,0
5,104,165.0,0.010171666,0,NORMAL,RUL > 125,6.585548862067189,0
5,105,164.0,0.009761811,0,NORMAL,RUL > 125,0.0,0
5,106,163.0,0.009612557,0,NORMAL,RUL > 125,0.0,0
5,107,162.0,0.009710925,0,NORMAL,RUL > 125,0.0,0
5,108,161.0,0.009525638,0,NORMAL,RUL > 125,0.0,0
5,109,160.0,0.009704982,0,NORMAL,RUL > 125,0.0,0
5,110,159.0,0.009843626,0,NORMAL,RUL > 125,0.0,0
5,111,158.0,0.010024391,0,NORMAL,RUL > 125,0.0,0
5,112,157.0,0.009855683,0,NORMAL,RUL > 125,0.0,0
5,113,156.0,0.009727857,0,NORMAL,RUL > 125,0.0,0
5,114,155.0,0.009877941,0,NORMAL,RUL > 125,0.0,0
5,115,154.0,0.009862273,0,NORMAL,RUL > 125,0.0,0
5,116,153.0,0.010051532,0,NORMAL,RUL > 125,1.2136369490094352,0
5,117,152.0,0.010214613,0,NORMAL,RUL > 125,8.50596690300565,0
5,118,151.0,0.010100977,0,NORMAL,RUL > 125,3.4246195562741946,0
5,119,150.0,0.010027314,0,NORMAL,RUL > 125,0.13070486724714728,0
5,120,149.0,0.010107365,0,NORMAL,RUL > 125,3.710265362628854,0
5,121,148.0,0.010272551,0,NORMAL,RUL > 125,11.096722496082842,0
5,122,147.0,0.010363961,0,NORMAL,RUL > 125,15.18421203253891,0
5,123,146.0,0.01070384,0,NORMAL,RUL > 125,30.382241308998246,0
5,124,145.0,0.010804833,0,NORMAL,RUL > 125,34.8982442709861,0
5,125,144.0,0.010930336,0,NORMAL,RUL > 125,40.51023638666106,0
5,126,143.0,0.011022559,0,NORMAL,RUL > 125,44.63408003090768,0
5,127,142.0,0.01105425,0,NORMAL,RUL > 125,46.051174778745235,0
5,128,141.0,0.011368556,1,ANOMALO,RUL > 125,50.12027155216168,1
5,129,140.0,0.011330164,1,ANOMALO,RUL > 125,50.09984001797941,1
5,130,139.0,0.011408697,1,ANOMALO,RUL > 125,50.14163387279126,1
5,131,138.0,0.011139713,0,NORMAL,RUL > 125,49.872738264733066,0
5,132,137.0,0.011034441,0,NORMAL,RUL > 125,45.16539553984736,0
5,133,136.0,0.010939644,0,NORMAL,RUL > 125,40.92645291226364,0
5,134,135.0,0.011058826,0,NORMAL,RUL > 125,46.25579519356666,0
5,135,134.0,0.010944502,0,NORMAL,RUL > 125,41.14368323901239,0
5,136,133.0,0.011079037,0,NORMAL,RUL > 125,47.159550264360995,0
5,137,132.0,0.011027106,0,NORMAL,RUL > 125,44.83740368173657,0
5,138,131.0,0.010799531,0,NORMAL,RUL > 125,34.66116004035169,0
5,139,130.0,0.01073627,0,NORMAL,RUL > 125,31.83238118064544,0
5,140,129.0,0.010944625,0,NORMAL,RUL > 125,41.14918330698069,0
5,141,128.0,0.011192825,1,ANOMALO,RUL > 125,50.0267506641281,1
5,142,127.0,0.011000376,0,NORMAL,RUL > 125,43.64214500862121,0
5,143,126.0,0.0113047715,1,ANOMALO,RUL > 125,50.08632658466717,1
5,144,125.0,0.0113712605,1,ANOMALO,76-125,50.121710838580626,1
5,145,124.0,0.011009629,0,NORMAL,76-125,44.055902154238005,0
5,146,123.0,0.011041094,0,NORMAL,76-125,45.46289108613373,0
5,147,122.0,0.011141166,0,NORMAL,76-125,49.93771061235876,0
5,148,121.0,0.011223348,1,ANOMALO,76-125,50.04299445757063,1
5,149,120.0,0.011219332,1,ANOMALO,76-125,50.040857214361736,1
5,150,119.0,0.011336362,1,ANOMALO,76-125,50.10313848247362,1
5,151,118.0,0.011090517,0,NORMAL,76-125,47.67288994140414,0
5,152,117.0,0.011157317,1,ANOMALO,76-125,50.00785394304704,1
5,153,116.0,0.01083748,0,NORMAL,76-125,36.35808751457742,0
5,154,115.0,0.011034811,0,NORMAL,76-125,45.18194045975204,0
5,155,114.0,0.011093897,0,NORMAL,76-125,47.824030020533606,0
5,156,113.0,0.011056398,0,NORMAL,76-125,46.14722474619201,0
5,157,112.0,0.010815052,0,NORMAL,76-125,35.35519707235408,0
5,158,111.0,0.010820016,0,NORMAL,76-125,35.57716729507552,0
5,159,110.0,0.0108623095,0,NORMAL,76-125,37.46836343018224,0
5,160,109.0,0.010972599,0,NORMAL,76-125,42.40006868377559,0
5,161,108.0,0.010909216,0,NORMAL,76-125,39.56583447210077,0
5,162,107.0,0.010771797,0,NORMAL,76-125,33.42100650349498,0
5,163,106.0,0.011001412,0,NORMAL,76-125,43.68847078435443,0
5,164,105.0,0.010820273,0,NORMAL,76-125,35.58865930700932,0
5,165,104.0,0.01101819,0,NORMAL,76-125,44.43871582803303,0
5,166,103.0,0.010593688,0,NORMAL,76-125,25.45668450536951,0
5,167,102.0,0.010306251,0,NORMAL,76-125,12.603651687402978,0
5,168,101.0,0.010448726,0,NORMAL,76-125,18.974563750706512,0
5,169,100.0,0.0106255915,0,NORMAL,76-125,26.883281403152292,0
5,170,99.0,0.010867125,0,NORMAL,76-125,37.68369332694193,0
5,171,98.0,0.010597583,0,NORMAL,76-125,25.63085332436631,0
5,172,97.0,0.010866642,0,NORMAL,76-125,37.662095499066304,0
5,173,96.0,0.010776474,0,NORMAL,76-125,33.63014323429035,0
5,174,95.0,0.010656246,0,NORMAL,76-125,28.254028017256765,0
5,175,94.0,0.0109051885,0,NORMAL,76-125,39.385740783138104,0
5,176,93.0,0.010810972,0,NORMAL,76-125,35.17275579340494,0
5,177,92.0,0.010367397,0,NORMAL,76-125,15.337856207653951,0
5,178,91.0,0.010064607,0,NORMAL,76-125,1.798298645641764,0
5,179,90.0,0.010107024,0,NORMAL,76-125,3.695017206716642,0
5,180,89.0,0.010238662,0,NORMAL,76-125,9.581341980811487,0
5,181,88.0,0.010529073,0,NORMAL,76-125,22.567360182011992,0
5,182,87.0,0.010398492,0,NORMAL,76-125,16.728300219645,0
5,183,86.0,0.010574349,0,NORMAL,76-125,24.591921786350536,0
5,184,85.0,0.010294584,0,NORMAL,76-125,12.081950118407983,0
5,185,84.0,0.010228882,0,NORMAL,76-125,9.144019503330425,0
5,186,83.0,0.010255839,0,NORMAL,76-125,10.349428708387238,0
5,187,82.0,0.010501587,0,NORMAL,76-125,21.33829621309139,0
5,188,81.0,0.010353076,0,NORMAL,76-125,14.697478375342477,0
5,189,80.0,0.010717326,0,NORMAL,76-125,30.985281281524742,0
5,190,79.0,0.01069143,0,NORMAL,76-125,29.82731575219466,0
5,191,78.0,0.010840643,0,NORMAL,76-125,36.49952422176276,0
5,192,77.0,0.010994425,0,NORMAL,76-125,43.37604009415403,0
5,193,76.0,0.011087481,0,NORMAL,76-125,47.53713216618611,0
5,194,75.0,0.011263262,1,ANOMALO,31-75,50.064235972869426,1
5,195,74.0,0.01169245,1,ANOMALO,31-75,50.29264213281477,1
5,196,73.0,0.012056699,1,ANOMALO,31-75,50.48648892106126,1
5,197,72.0,0.01213296,1,ANOMALO,31-75,50.52707365820114,1
5,198,71.0,0.0119246645,1,ANOMALO,31-75,50.416222527021105,1
5,199,70.0,0.012564823,1,ANOMALO,31-75,50.756903405194244,1
5,200,69.0,0.012217937,1,ANOMALO,31-75,50.57229689429739,1
5,201,68.0,0.012339982,1,ANOMALO,31-75,50.637247055510024,1
5,202,67.0,0.012348382,1,ANOMALO,31-75,50.64171738493103,1
5,203,66.0,0.012298152,1,ANOMALO,31-75,50.61498587935758,1
5,204,65.0,0.012605699,1,ANOMALO,31-75,50.77865687964816,1
5,205,64.0,0.012873895,1,ANOMALO,31-75,50.921385983147566,1
5,206,63.0,0.012947345,1,ANOMALO,31-75,50.96047475647764,1
5,207,62.0,0.013142379,1,ANOMALO,31-75,51.06426835508426,1
5,208,61.0,0.013654294,1,ANOMALO,31-75,51.33670034145951,1
5,209,60.0,0.014218165,1,ANOMALO,31-75,51.63678237966781,1
5,210,59.0,0.014671476,1,ANOMALO,31-75,51.87802636778254,1
5,211,58.0,0.015002128,1,ANOMALO,31-75,52.05399343489124,1
5,212,57.0,0.01570188,1,ANOMALO,31-75,52.42638890548706,1
5,213,56.0,0.01575312,1,ANOMALO,31-75,52.453657914955166,1
5,214,55.0,0.01619198,1,ANOMALO,31-75,52.68721133991955,1
5,215,54.0,0.016905557,1,ANOMALO,31-75,53.066964227687436,1
5,216,53.0,0.017326728,1,ANOMALO,31-75,53.29110388394609,1
5,217,52.0,0.017842151,1,ANOMALO,31-75,53.56540276503669,1
5,218,51.0,0.018387191,1,ANOMALO,31-75,53.85546328261083,1
5,219,50.0,0.018613502,1,ANOMALO,31-75,53.975901939943725,1
5,220,49.0,0.01865049,1,ANOMALO,31-75,53.9955862904942,1
5,221,48.0,0.018971814,1,ANOMALO,31-75,54.166589163217296,1
5,222,47.0,0.019744262,1,ANOMALO,31-75,54.57767214185944,1
5,223,46.0,0.020190725,1,ANOMALO,31-75,54.8152717471319,1
5,224,45.0,0.021175833,1,ANOMALO,31-75,55.339528565615744,1
5,225,44.0,0.021565014,1,ANOMALO,31-75,55.54664371732942,1
5,226,43.0,0.021797825,1,ANOMALO,31-75,55.67054155814285,1
5,227,42.0,0.023067683,1,ANOMALO,31-75,56.34633722217791,1
5,228,41.0,0.023978833,1,ANOMALO,31-75,56.83123491883812,1
5,229,40.0,0.024192933,1,ANOMALO,31-75,56.94517510086627,1
5,230,39.0,0.02531794,1,ANOMALO,31-75,57.54388365931067,1
5,231,38.0,0.026453692,1,ANOMALO,31-75,58.14831051413944,1
5,232,37.0,0.027869452,1,ANOMALO,31-75,58.90175260712485,1
5,233,36.0,0.029299667,1,ANOMALO,31-75,59.6628873919889,1
5,234,35.0,0.029964678,1,ANOMALO,31-75,60.01679432515436,1
5,235,34.0,0.03120158,1,ANOMALO,31-75,60.67505139676102,1
5,236,33.0,0.032754045,1,ANOMALO,31-75,61.50124544016287,1
5,237,32.0,0.03467526,1,ANOMALO,31-75,62.523681623325956,1
5,238,31.0,0.0354076,1,ANOMALO,31-75,62.91341984334696,1
5,239,30.0,0.036452573,1,ANOMALO,0-30,63.46953574168654,1
5,240,29.0,0.038706027,1,ANOMALO,0-30,64.66878356490966,1
5,241,28.0,0.04043558,1,ANOMALO,0-30,65.5892206674194,1
5,242,27.0,0.042779904,1,ANOMALO,0-30,66.83682787570042,1
5,243,26.0,0.045008324,1,ANOMALO,0-30,68.02275305288481,1
5,244,25.0,0.047269616,1,ANOMALO,0-30,69.22617211920337,1
5,245,24.0,0.04887807,1,ANOMALO,0-30,70.08216250474243,1
