unit_number,cycle,RUL_linear,erro_reconstrucao,anomalia,status,faixa_RUL
1,63,129.0,0.009612271,0,NORMAL,RUL > 125
1,64,128.0,0.0094345305,0,NORMAL,RUL > 125
1,65,127.0,0.00948666,0,NORMAL,RUL > 125
1,66,126.0,0.009529154,0,NORMAL,RUL > 125
1,67,125.0,0.009627674,0,NORMAL,76-125
1,68,124.0,0.009458629,0,NORMAL,76-125
1,69,123.0,0.009316033,0,NORMAL,76-125
1,70,122.0,0.009252812,0,NORMAL,76-125
1,71,121.0,0.009087255,0,NORMAL,76-125
1,72,120.0,0.009200284,0,NORMAL,76-125
1,73,119.0,0.00904317,0,NORMAL,76-125
1,74,118.0,0.009252697,0,NORMAL,76-125
1,75,117.0,0.009375279,0,NORMAL,76-125
1,76,116.0,0.009563458,0,NORMAL,76-125
1,77,115.0,0.009630407,0,NORMAL,76-125
1,78,114.0,0.009994064,0,NORMAL,76-125
1,79,113.0,0.010096575,0,NORMAL,76-125
1,80,112.0,0.0104132155,0,NORMAL,76-125
1,81,111.0,0.010230175,0,NORMAL,76-125
1,82,110.0,0.009856665,0,NORMAL,76-125
1,83,109.0,0.009891868,0,NORMAL,76-125
1,84,108.0,0.009762923,0,NORMAL,76-125
1,85,107.0,0.00998796,0,NORMAL,76-125
1,86,106.0,0.009914984,0,NORMAL,76-125
1,87,105.0,0.010180529,0,NORMAL,76-125
1,88,104.0,0.010115819,0,NORMAL,76-125
1,89,103.0,0.00971356,0,NORMAL,76-125
1,90,102.0,0.010116563,0,NORMAL,76-125
1,91,101.0,0.010320208,0,NORMAL,76-125
1,92,100.0,0.0103460755,0,NORMAL,76-125
1,93,99.0,0.010071983,0,NORMAL,76-125
1,94,98.0,0.010226125,0,NORMAL,76-125
1,95,97.0,0.010613979,0,NORMAL,76-125
1,96,96.0,0.010484989,0,NORMAL,76-125
1,97,95.0,0.010531924,0,NORMAL,76-125
1,98,94.0,0.010931846,0,NORMAL,76-125
1,99,93.0,0.011079886,0,NORMAL,76-125
1,100,92.0,0.011216162,1,ANOMALO,76-125
1,101,91.0,0.011367087,1,ANOMALO,76-125
1,102,90.0,0.011475398,1,ANOMALO,76-125
1,103,89.0,0.011552307,1,ANOMALO,76-125
1,104,88.0,0.011141082,0,NORMAL,76-125
1,105,87.0,0.010844365,0,NORMAL,76-125
1,106,86.0,0.01057952,0,NORMAL,76-125
1,107,85.0,0.0110091325,0,NORMAL,76-125
1,108,84.0,0.011330914,1,ANOMALO,76-125
1,109,83.0,0.011467204,1,ANOMALO,76-125
1,110,82.0,0.011323284,1,ANOMALO,76-125
1,111,81.0,0.011579859,1,ANOMALO,76-125
1,112,80.0,0.01147782,1,ANOMALO,76-125
1,113,79.0,0.011566128,1,ANOMALO,76-125
1,114,78.0,0.011616226,1,ANOMALO,76-125
1,115,77.0,0.011387488,1,ANOMALO,76-125
1,116,76.0,0.011527145,1,ANOMALO,76-125
1,117,75.0,0.01177682,1,ANOMALO,31-75
1,118,74.0,0.011478256,1,ANOMALO,31-75
1,119,73.0,0.011604916,1,ANOMALO,31-75
1,120,72.0,0.0112470295,1,ANOMALO,31-75
1,121,71.0,0.011303871,1,ANOMALO,31-75
1,122,70.0,0.011680737,1,ANOMALO,31-75
1,123,69.0,0.012024212,1,ANOMALO,31-75
1,124,68.0,0.0122479815,1,ANOMALO,31-75
1,125,67.0,0.011971348,1,ANOMALO,31-75
1,126,66.0,0.012057181,1,ANOMALO,31-75
1,127,65.0,0.01200564,1,ANOMALO,31-75
1,128,64.0,0.0117123965,1,ANOMALO,31-75
1,129,63.0,0.011948472,1,ANOMALO,31-75
1,130,62.0,0.012081068,1,ANOMALO,31-75
1,131,61.0,0.012099798,1,ANOMALO,31-75
1,132,60.0,0.012505318,1,ANOMALO,31-75
1,133,59.0,0.012254493,1,ANOMALO,31-75
1,134,58.0,0.012150233,1,ANOMALO,31-75
1,135,57.0,0.012049162,1,ANOMALO,31-75
1,136,56.0,0.012055646,1,ANOMALO,31-75
1,137,55.0,0.011890466,1,ANOMALO,31-75
1,138,54.0,0.01157387,1,ANOMALO,31-75
1,139,53.0,0.011548996,1,ANOMALO,31-75
1,140,52.0,0.011681147,1,ANOMALO,31-75
1,141,51.0,0.011940454,1,ANOMALO,31-75
1,142,50.0,0.012063854,1,ANOMALO,31-75
1,143,49.0,0.012017601,1,ANOMALO,31-75
1,144,48.0,0.011988545,1,ANOMALO,31-75
1,145,47.0,0.0122397635,1,ANOMALO,31-75
1,146,46.0,0.011625788,1,ANOMALO,31-75
1,147,45.0,0.011445511,1,ANOMALO,31-75
1,148,44.0,0.01138665,1,ANOMALO,31-75
1,149,43.0,0.011497995,1,ANOMALO,31-75
1,150,42.0,0.011825779,1,ANOMALO,31-75
1,151,41.0,0.011656701,1,ANOMALO,31-75
1,152,40.0,0.012328786,1,ANOMALO,31-75
1,153,39.0,0.012103082,1,ANOMALO,31-75
1,154,38.0,0.012160714,1,ANOMALO,31-75
1,155,37.0,0.011922566,1,ANOMALO,31-75
1,156,36.0,0.012011075,1,ANOMALO,31-75
1,157,35.0,0.012010702,1,ANOMALO,31-75
1,158,34.0,0.011908165,1,ANOMALO,31-75
1,159,33.0,0.011979297,1,ANOMALO,31-75
1,160,32.0,0.012565633,1,ANOMALO,31-75
1,161,31.0,0.012376935,1,ANOMALO,31-75
1,162,30.0,0.012497516,1,ANOMALO,0-30
1,163,29.0,0.013044313,1,ANOMALO,0-30
1,164,28.0,0.013099898,1,ANOMALO,0-30
1,165,27.0,0.012897991,1,ANOMALO,0-30
1,166,26.0,0.012889197,1,ANOMALO,0-30
1,167,25.0,0.012521633,1,ANOMALO,0-30
1,168,24.0,0.012095857,1,ANOMALO,0-30
1,169,23.0,0.012013022,1,ANOMALO,0-30
1,170,22.0,0.011686562,1,ANOMALO,0-30
1,171,21.0,0.011695934,1,ANOMALO,0-30
1,172,20.0,0.011919116,1,ANOMALO,0-30
1,173,19.0,0.012042868,1,ANOMALO,0-30
1,174,18.0,0.012282645,1,ANOMALO,0-30
1,175,17.0,0.01235385,1,ANOMALO,0-30
1,176,16.0,0.012120092,1,ANOMALO,0-30
1,177,15.0,0.012628917,1,ANOMALO,0-30
1,178,14.0,0.012862839,1,ANOMALO,0-30
1,179,13.0,0.013160906,1,ANOMALO,0-30
1,180,12.0,0.013576027,1,ANOMALO,0-30
1,181,11.0,0.014592714,1,ANOMALO,0-30
1,182,10.0,0.015623846,1,ANOMALO,0-30
1,183,9.0,0.016078822,1,ANOMALO,0-30
1,184,8.0,0.017639121,1,ANOMALO,0-30
1,185,7.0,0.018172387,1,ANOMALO,0-30
1,186,6.0,0.01848796,1,ANOMALO,0-30
1,187,5.0,0.019302921,1,ANOMALO,0-30
1,188,4.0,0.019855127,1,ANOMALO,0-30
1,189,3.0,0.021205299,1,ANOMALO,0-30
1,190,2.0,0.022611434,1,ANOMALO,0-30
1,191,1.0,0.023352735,1,ANOMALO,0-30
1,192,0.0,0.024626328,1,ANOMALO,0-30
5,30,239.0,0.0095248185,0,NORMAL,RUL > 125
5,31,238.0,0.009628771,0,NORMAL,RUL > 125
5,32,237.0,0.009657776,0,NORMAL,RUL > 125
5,33,236.0,0.009741504,0,NORMAL,RUL > 125
5,34,235.0,0.009627526,0,NORMAL,RUL > 125
5,35,234.0,0.009611878,0,NORMAL,RUL > 125
5,36,233.0,0.009665366,0,NORMAL,RUL > 125
5,37,232.0,0.009360348,0,NORMAL,RUL > 125
5,38,231.0,0.009231792,0,NORMAL,RUL > 125
5,39,230.0,0.0091761295,0,NORMAL,RUL > 125
5,40,229.0,0.009335235,0,NORMAL,RUL > 125
5,41,228.0,0.009405471,0,NORMAL,RUL > 125
5,42,227.0,0.009597028,0,NORMAL,RUL > 125
5,43,226.0,0.009552376,0,NORMAL,RUL > 125
5,44,225.0,0.0095143225,0,NORMAL,RUL > 125
5,45,224.0,0.009578072,0,NORMAL,RUL > 125
5,46,223.0,0.009573771,0,NORMAL,RUL > 125
5,47,222.0,0.009554455,0,NORMAL,RUL > 125
5,48,221.0,0.00967374,0,NORMAL,RUL > 125
5,49,220.0,0.00956557,0,NORMAL,RUL > 125
5,50,219.0,0.009728801,0,NORMAL,RUL > 125
5,51,218.0,0.010005209,0,NORMAL,RUL > 125
5,52,217.0,0.010332384,0,NORMAL,RUL > 125
5,53,216.0,0.010386903,0,NORMAL,RUL > 125
5,54,215.0,0.010155927,0,NORMAL,RUL > 125
5,55,214.0,0.0102131,0,NORMAL,RUL > 125
5,56,213.0,0.009958716,0,NORMAL,RUL > 125
5,57,212.0,0.009985817,0,NORMAL,RUL > 125
5,58,211.0,0.009821955,0,NORMAL,RUL > 125
5,59,210.0,0.009574606,0,NORMAL,RUL > 125
5,60,209.0,0.009604983,0,NORMAL,RUL > 125
5,61,208.0,0.009557159,0,NORMAL,RUL > 125
5,62,207.0,0.009565367,0,NORMAL,RUL > 125
5,63,206.0,0.009468809,0,NORMAL,RUL > 125
5,64,205.0,0.009303221,0,NORMAL,RUL > 125
5,65,204.0,0.009612279,0,NORMAL,RUL > 125
5,66,203.0,0.009423045,0,NORMAL,RUL > 125
5,67,202.0,0.009631012,0,NORMAL,RUL > 125
5,68,201.0,0.009919704,0,NORMAL,RUL > 125
5,69,200.0,0.010065919,0,NORMAL,RUL > 125
5,70,199.0,0.0099934535,0,NORMAL,RUL > 125
5,71,198.0,0.0101185255,0,NORMAL,RUL > 125
5,72,197.0,0.009858904,0,NORMAL,RUL > 125
5,73,196.0,0.01007301,0,NORMAL,RUL > 125
5,74,195.0,0.01033035,0,NORMAL,RUL > 125
5,75,194.0,0.010564207,0,NORMAL,RUL > 125
5,76,193.0,0.010678384,0,NORMAL,RUL > 125
5,77,192.0,0.0110319145,0,NORMAL,RUL > 125
5,78,191.0,0.011160998,1,ANOMALO,RUL > 125
5,79,190.0,0.011064014,0,NORMAL,RUL > 125
5,80,189.0,0.010834239,0,NORMAL,RUL > 125
5,81,188.0,0.010636448,0,NORMAL,RUL > 125
5,82,187.0,0.010557518,0,NORMAL,RUL > 125
5,83,186.0,0.01035494,0,NORMAL,RUL > 125
5,84,185.0,0.010298423,0,NORMAL,RUL > 125
5,85,184.0,0.010627439,0,NORMAL,RUL > 125
5,86,183.0,0.010589107,0,NORMAL,RUL > 125
5,87,182.0,0.010520862,0,NORMAL,RUL > 125
5,88,181.0,0.010658527,0,NORMAL,RUL > 125
5,89,180.0,0.010824054,0,NORMAL,RUL > 125
5,90,179.0,0.010487576,0,NORMAL,RUL > 125
5,91,178.0,0.0104452735,0,NORMAL,RUL > 125
5,92,177.0,0.010345547,0,NORMAL,RUL > 125
5,93,176.0,0.010439764,0,NORMAL,RUL > 125
5,94,175.0,0.010548535,0,NORMAL,RUL > 125
5,95,174.0,0.010128689,0,NORMAL,RUL > 125
5,96,173.0,0.010137264,0,NORMAL,RUL > 125
5,97,172.0,0.010064649,0,NORMAL,RUL > 125
5,98,171.0,0.010021391,0,NORMAL,RUL > 125
5,99,170.0,0.009983689,0,NORMAL,RUL > 125
5,100,169.0,0.009862864,0,NORMAL,RUL > 125
5,101,168.0,0.010119416,0,NORMAL,RUL > 125
5,102,167.0,0.0102482615,0,NORMAL,RUL > 125
5,103,166.0,0.010410662,0,NORMAL,RUL > 125
5,104,165.0,0.010171666,0,NORMAL,RUL > 125
5,105,164.0,0.009761811,0,NORMAL,RUL > 125
5,106,163.0,0.009612557,0,NORMAL,RUL > 125
5,107,162.0,0.009710925,0,NORMAL,RUL > 125
5,108,161.0,0.009525638,0,NORMAL,RUL > 125
5,109,160.0,0.009704982,0,NORMAL,RUL > 125
5,110,159.0,0.009843626,0,NORMAL,RUL > 125
5,111,158.0,0.010024391,0,NORMAL,RUL > 125
5,112,157.0,0.009855683,0,NORMAL,RUL > 125
5,113,156.0,0.009727857,0,NORMAL,RUL > 125
5,114,155.0,0.009877941,0,NORMAL,RUL > 125
5,115,154.0,0.009862273,0,NORMAL,RUL > 125
5,116,153.0,0.010051532,0,NORMAL,RUL > 125
5,117,152.0,0.010214613,0,NORMAL,RUL > 125
5,118,151.0,0.010100977,0,NORMAL,RUL > 125
5,119,150.0,0.010027314,0,NORMAL,RUL > 125
5,120,149.0,0.010107365,0,NORMAL,RUL > 125
5,121,148.0,0.010272551,0,NORMAL,RUL > 125
5,122,147.0,0.010363961,0,NORMAL,RUL > 125
5,123,146.0,0.01070384,0,NORMAL,RUL > 125
5,124,145.0,0.010804833,0,NORMAL,RUL > 125
5,125,144.0,0.010930336,0,NORMAL,RUL > 125
5,126,143.0,0.011022559,0,NORMAL,RUL > 125
5,127,142.0,0.01105425,0,NORMAL,RUL > 125
5,128,141.0,0.011368556,1,ANOMALO,RUL > 125
5,129,140.0,0.011330164,1,ANOMALO,RUL > 125
5,130,139.0,0.011408697,1,ANOMALO,RUL > 125
5,131,138.0,0.011139713,0,NORMAL,RUL > 125
5,132,137.0,0.011034441,0,NORMAL,RUL > 125
5,133,136.0,0.010939644,0,NORMAL,RUL > 125
5,134,135.0,0.011058826,0,NORMAL,RUL > 125
5,135,134.0,0.010944502,0,NORMAL,RUL > 125
5,136,133.0,0.011079037,0,NORMAL,RUL > 125
5,137,132.0,0.011027106,0,NORMAL,RUL > 125
5,138,131.0,0.010799531,0,NORMAL,RUL > 125
5,139,130.0,0.01073627,0,NORMAL,RUL > 125
5,140,129.0,0.010944625,0,NORMAL,RUL > 125
5,141,128.0,0.011192825,1,ANOMALO,RUL > 125
5,142,127.0,0.011000376,0,NORMAL,RUL > 125
5,143,126.0,0.0113047715,1,ANOMALO,RUL > 125
5,144,125.0,0.0113712605,1,ANOMALO,76-125
5,145,124.0,0.011009629,0,NORMAL,76-125
5,146,123.0,0.011041094,0,NORMAL,76-125
5,147,122.0,0.011141166,0,NORMAL,76-125
5,148,121.0,0.011223348,1,ANOMALO,76-125
5,149,120.0,0.011219332,1,ANOMALO,76-125
5,150,119.0,0.011336362,1,ANOMALO,76-125
5,151,118.0,0.011090517,0,NORMAL,76-125
5,152,117.0,0.011157317,1,ANOMALO,76-125
5,153,116.0,0.01083748,0,NORMAL,76-125
5,154,115.0,0.011034811,0,NORMAL,76-125
5,155,114.0,0.011093897,0,NORMAL,76-125
5,156,113.0,0.011056398,0,NORMAL,76-125
5,157,112.0,0.010815052,0,NORMAL,76-125
5,158,111.0,0.010820016,0,NORMAL,76-125
5,159,110.0,0.0108623095,0,NORMAL,76-125
5,160,109.0,0.010972599,0,NORMAL,76-125
5,161,108.0,0.010909216,0,NORMAL,76-125
5,162,107.0,0.010771797,0,NORMAL,76-125
5,163,106.0,0.011001412,0,NORMAL,76-125
5,164,105.0,0.010820273,0,NORMAL,76-125
5,165,104.0,0.01101819,0,NORMAL,76-125
5,166,103.0,0.010593688,0,NORMAL,76-125
5,167,102.0,0.010306251,0,NORMAL,76-125
5,168,101.0,0.010448726,0,NORMAL,76-125
5,169,100.0,0.0106255915,0,NORMAL,76-125
5,170,99.0,0.010867125,0,NORMAL,76-125
5,171,98.0,0.010597583,0,NORMAL,76-125
5,172,97.0,0.010866642,0,NORMAL,76-125
5,173,96.0,0.010776474,0,NORMAL,76-125
5,174,95.0,0.010656246,0,NORMAL,76-125
5,175,94.0,0.0109051885,0,NORMAL,76-125
5,176,93.0,0.010810972,0,NORMAL,76-125
5,177,92.0,0.010367397,0,NORMAL,76-125
5,178,91.0,0.010064607,0,NORMAL,76-125
5,179,90.0,0.010107024,0,NORMAL,76-125
5,180,89.0,0.010238662,0,NORMAL,76-125
5,181,88.0,0.010529073,0,NORMAL,76-125
5,182,87.0,0.010398492,0,NORMAL,76-125
5,183,86.0,0.010574349,0,NORMAL,76-125
5,184,85.0,0.010294584,0,NORMAL,76-125
5,185,84.0,0.010228882,0,NORMAL,76-125
5,186,83.0,0.010255839,0,NORMAL,76-125
5,187,82.0,0.010501587,0,NORMAL,76-125
5,188,81.0,0.010353076,0,NORMAL,76-125
5,189,80.0,0.010717326,0,NORMAL,76-125
5,190,79.0,0.01069143,0,NORMAL,76-125
5,191,78.0,0.010840643,0,NORMAL,76-125
5,192,77.0,0.010994425,0,NORMAL,76-125
5,193,76.0,0.011087481,0,NORMAL,76-125
5,194,75.0,0.011263262,1,ANOMALO,31-75
5,195,74.0,0.01169245,1,ANOMALO,31-75
5,196,73.0,0.012056699,1,ANOMALO,31-75
5,197,72.0,0.01213296,1,ANOMALO,31-75
5,198,71.0,0.0119246645,1,ANOMALO,31-75
5,199,70.0,0.012564823,1,ANOMALO,31-75
5,200,69.0,0.012217937,1,ANOMALO,31-75
5,201,68.0,0.012339982,1,ANOMALO,31-75
5,202,67.0,0.012348382,1,ANOMALO,31-75
5,203,66.0,0.012298152,1,ANOMALO,31-75
5,204,65.0,0.012605699,1,ANOMALO,31-75
5,205,64.0,0.012873895,1,ANOMALO,31-75
5,206,63.0,0.012947345,1,ANOMALO,31-75
5,207,62.0,0.013142379,1,ANOMALO,31-75
5,208,61.0,0.013654294,1,ANOMALO,31-75
5,209,60.0,0.014218165,1,ANOMALO,31-75
5,210,59.0,0.014671476,1,ANOMALO,31-75
5,211,58.0,0.015002128,1,ANOMALO,31-75
5,212,57.0,0.01570188,1,ANOMALO,31-75
5,213,56.0,0.01575312,1,ANOMALO,31-75
5,214,55.0,0.01619198,1,ANOMALO,31-75
5,215,54.0,0.016905557,1,ANOMALO,31-75
5,216,53.0,0.017326728,1,ANOMALO,31-75
5,217,52.0,0.017842151,1,ANOMALO,31-75
5,218,51.0,0.018387191,1,ANOMALO,31-75
5,219,50.0,0.018613502,1,ANOMALO,31-75
5,220,49.0,0.01865049,1,ANOMALO,31-75
5,221,48.0,0.018971814,1,ANOMALO,31-75
5,222,47.0,0.019744262,1,ANOMALO,31-75
5,223,46.0,0.020190725,1,ANOMALO,31-75
5,224,45.0,0.021175833,1,ANOMALO,31-75
5,225,44.0,0.021565014,1,ANOMALO,31-75
5,226,43.0,0.021797825,1,ANOMALO,31-75
5,227,42.0,0.023067683,1,ANOMALO,31-75
5,228,41.0,0.023978833,1,ANOMALO,31-75
5,229,40.0,0.024192933,1,ANOMALO,31-75
5,230,39.0,0.02531794,1,ANOMALO,31-75
5,231,38.0,0.026453692,1,ANOMALO,31-75
5,232,37.0,0.027869452,1,ANOMALO,31-75
5,233,36.0,0.029299667,1,ANOMALO,31-75
5,234,35.0,0.029964678,1,ANOMALO,31-75
5,235,34.0,0.03120158,1,ANOMALO,31-75
5,236,33.0,0.032754045,1,ANOMALO,31-75
5,237,32.0,0.03467526,1,ANOMALO,31-75
5,238,31.0,0.0354076,1,ANOMALO,31-75
5,239,30.0,0.036452573,1,ANOMALO,0-30
5,240,29.0,0.038706027,1,ANOMALO,0-30
5,241,28.0,0.04043558,1,ANOMALO,0-30
5,242,27.0,0.042779904,1,ANOMALO,0-30
5,243,26.0,0.045008324,1,ANOMALO,0-30
5,244,25.0,0.047269616,1,ANOMALO,0-30
5,245,24.0,0.04887807,1,ANOMALO,0-30
5,246,23.0,0.05184794,1,ANOMALO,0-30
5,247,22.0,0.05422773,1,ANOMALO,0-30
5,248,21.0,0.05727262,1,ANOMALO,0-30
5,249,20.0,0.06025715,1,ANOMALO,0-30
5,250,19.0,0.063791744,1,ANOMALO,0-30
5,251,18.0,0.066760965,1,ANOMALO,0-30
5,252,17.0,0.069658026,1,ANOMALO,0-30
5,253,16.0,0.073588215,1,ANOMALO,0-30
5,254,15.0,0.077670306,1,ANOMALO,0-30
5,255,14.0,0.08124491,1,ANOMALO,0-30
5,256,13.0,0.08653641,1,ANOMALO,0-30
5,257,12.0,0.090893984,1,ANOMALO,0-30
5,258,11.0,0.09543097,1,ANOMALO,0-30
5,259,10.0,0.10162145,1,ANOMALO,0-30
5,260,9.0,0.1050474,1,ANOMALO,0-30
5,261,8.0,0.1100395,1,ANOMALO,0-30
5,262,7.0,0.11412977,1,ANOMALO,0-30
5,263,6.0,0.119870596,1,ANOMALO,0-30
5,264,5.0,0.1269594,1,ANOMALO,0-30
5,265,4.0,0.13382202,1,ANOMALO,0-30
5,266,3.0,0.14191328,1,ANOMALO,0-30
5,267,2.0,0.14965524,1,ANOMALO,0-30
5,268,1.0,0.15789448,1,ANOMALO,0-30
5,269,0.0,0.1662214,1,ANOMALO,0-30
11,30,210.0,0.010532472,0,NORMAL,RUL > 125
11,31,209.0,0.010911725,0,NORMAL,RUL > 125
11,32,208.0,0.01103082,0,NORMAL,RUL > 125
11,33,207.0,0.010816992,0,NORMAL,RUL > 125
11,34,206.0,0.010727384,0,NORMAL,RUL > 125
11,35,205.0,0.010935406,0,NORMAL,RUL > 125
11,36,204.0,0.010959413,0,NORMAL,RUL > 125
11,37,203.0,0.011033453,0,NORMAL,RUL > 125
11,38,202.0,0.011076187,0,NORMAL,RUL > 125
11,39,201.0,0.011243178,1,ANOMALO,RUL > 125
11,40,200.0,0.010984398,0,NORMAL,RUL > 125
11,41,199.0,0.01084941,0,NORMAL,RUL > 125
11,42,198.0,0.011016083,0,NORMAL,RUL > 125
11,43,197.0,0.01097336,0,NORMAL,RUL > 125
11,44,196.0,0.010562638,0,NORMAL,RUL > 125
11,45,195.0,0.010483297,0,NORMAL,RUL > 125
11,46,194.0,0.010522252,0,NORMAL,RUL > 125
11,47,193.0,0.010256504,0,NORMAL,RUL > 125
11,48,192.0,0.010386955,0,NORMAL,RUL > 125
11,49,191.0,0.010435041,0,NORMAL,RUL > 125
11,50,190.0,0.010944679,0,NORMAL,RUL > 125
11,51,189.0,0.010937135,0,NORMAL,RUL > 125
11,52,188.0,0.011009477,0,NORMAL,RUL > 125
11,53,187.0,0.010771541,0,NORMAL,RUL > 125
11,54,186.0,0.010946712,0,NORMAL,RUL > 125
11,55,185.0,0.010249212,0,NORMAL,RUL > 125
11,56,184.0,0.010165731,0,NORMAL,RUL > 125
11,57,183.0,0.010125523,0,NORMAL,RUL > 125
11,58,182.0,0.009935736,0,NORMAL,RUL > 125
11,59,181.0,0.01001131,0,NORMAL,RUL > 125
11,60,180.0,0.00983852,0,NORMAL,RUL > 125
11,61,179.0,0.009755327,0,NORMAL,RUL > 125
11,62,178.0,0.009766751,0,NORMAL,RUL > 125
11,63,177.0,0.009687899,0,NORMAL,RUL > 125
11,64,176.0,0.009780468,0,NORMAL,RUL > 125
11,65,175.0,0.009696079,0,NORMAL,RUL > 125
11,66,174.0,0.009747556,0,NORMAL,RUL > 125
11,67,173.0,0.010021619,0,NORMAL,RUL > 125
11,68,172.0,0.009843505,0,NORMAL,RUL > 125
11,69,171.0,0.009612678,0,NORMAL,RUL > 125
11,70,170.0,0.009701343,0,NORMAL,RUL > 125
11,71,169.0,0.009810168,0,NORMAL,RUL > 125
11,72,168.0,0.009747937,0,NORMAL,RUL > 125
11,73,167.0,0.009740602,0,NORMAL,RUL > 125
11,74,166.0,0.009796724,0,NORMAL,RUL > 125
11,75,165.0,0.00953269,0,NORMAL,RUL > 125
11,76,164.0,0.009757156,0,NORMAL,RUL > 125
11,77,163.0,0.009883922,0,NORMAL,RUL > 125
11,78,162.0,0.009883486,0,NORMAL,RUL > 125
11,79,161.0,0.009656066,0,NORMAL,RUL > 125
11,80,160.0,0.009124075,0,NORMAL,RUL > 125
11,81,159.0,0.009226702,0,NORMAL,RUL > 125
11,82,158.0,0.00922144,0,NORMAL,RUL > 125
11,83,157.0,0.009267518,0,NORMAL,RUL > 125
11,84,156.0,0.009439797,0,NORMAL,RUL > 125
11,85,155.0,0.009418427,0,NORMAL,RUL > 125
11,86,154.0,0.009540085,0,NORMAL,RUL > 125
11,87,153.0,0.009596362,0,NORMAL,RUL > 125
11,88,152.0,0.0095335515,0,NORMAL,RUL > 125
11,89,151.0,0.009574632,0,NORMAL,RUL > 125
11,90,150.0,0.009530835,0,NORMAL,RUL > 125
11,91,149.0,0.009229771,0,NORMAL,RUL > 125
11,92,148.0,0.009282861,0,NORMAL,RUL > 125
11,93,147.0,0.00959423,0,NORMAL,RUL > 125
11,94,146.0,0.009559604,0,NORMAL,RUL > 125
11,95,145.0,0.009573554,0,NORMAL,RUL > 125
11,96,144.0,0.009619569,0,NORMAL,RUL > 125
11,97,143.0,0.009351758,0,NORMAL,RUL > 125
11,98,142.0,0.009493808,0,NORMAL,RUL > 125
11,99,141.0,0.009611814,0,NORMAL,RUL > 125
11,100,140.0,0.009458961,0,NORMAL,RUL > 125
11,101,139.0,0.00930999,0,NORMAL,RUL > 125
11,102,138.0,0.0093979975,0,NORMAL,RUL > 125
11,103,137.0,0.009407354,0,NORMAL,RUL > 125
11,104,136.0,0.0094721895,0,NORMAL,RUL > 125
11,105,135.0,0.009535791,0,NORMAL,RUL > 125
11,106,134.0,0.00937869,0,NORMAL,RUL > 125
11,107,133.0,0.00947233,0,NORMAL,RUL > 125
11,108,132.0,0.009737373,0,NORMAL,RUL > 125
11,109,131.0,0.009983041,0,NORMAL,RUL > 125
11,110,130.0,0.0100263255,0,NORMAL,RUL > 125
11,111,129.0,0.010198825,0,NORMAL,RUL > 125
11,112,128.0,0.010189958,0,NORMAL,RUL > 125
11,113,127.0,0.010316339,0,NORMAL,RUL > 125
11,114,126.0,0.010135142,0,NORMAL,RUL > 125
11,115,125.0,0.010340705,0,NORMAL,76-125
11,116,124.0,0.010169216,0,NORMAL,76-125
11,117,123.0,0.010035897,0,NORMAL,76-125
11,118,122.0,0.010464315,0,NORMAL,76-125
11,119,121.0,0.010356277,0,NORMAL,76-125
11,120,120.0,0.010667766,0,NORMAL,76-125
11,121,119.0,0.010755198,0,NORMAL,76-125
11,122,118.0,0.010630699,0,NORMAL,76-125
11,123,117.0,0.010443489,0,NORMAL,76-125
11,124,116.0,0.010223923,0,NORMAL,76-125
11,125,115.0,0.010562202,0,NORMAL,76-125
11,126,114.0,0.010520292,0,NORMAL,76-125
